LENGTH,STRASS_ID,RICHTPLANT,STRADATNAM,UNTERHALT,EIGENTUM,STRASSTYP,UREG_TEXT,JAHR,SHAPE.LEN
71.6271365,4316,30,30052,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,71.6271447933271
113.51939464,4285,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,113.519433417318
136.05917946,4268,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,136.059238345582
284.29888414,4278,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,284.298899578318
222.18068848,4462,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,222.180728524077
317.70766446,4274,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,317.70774656023497
711.33984503,4277,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,711.3398341781311
212.06153588,4759,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,212.061605095803
53.18563653,982,12,16136,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,53.1856411842587
40.58730728,1296,12,16136,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,40.5873563606805
204.37645026,4767,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,204.376350469901
727.36826787,4739,23,30040.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,727.368273967708
230.62617736,676,10,10121,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,230.6261803975
143.36560104,4772,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,143.365608522614
208.86086719,4778,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,208.86085686462502
115.57393817,845,12,16519,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,115.573891366563
399.85102136,843,12,16146,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,399.851011408692
580.2186175,4777,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,580.218654877117
850.73607189,606,10,10010,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,850.736014427967
241.65963355,4776,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,241.65965780295102
225.13739089,384,30,1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,225.13738831876
118.92981475,385,30,1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,118.92976485345801
576.45059511,361,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,576.45064017431
412.15780072,1231,10,15101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,412.15774089573506
332.06905708,1145,12,16302,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,332.069003593867
901.06382777,2747,23,351,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,901.063782837499
14.96823987,5966,23,356,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,14.9681921819975
805.06223457,1228,10,15101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,805.062243945826
891.1231672,1680,10,10010,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,891.1231643848951
158.46946252,1160,12,16516,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,158.469416389282
5681.81992323,7674,910,,unbekannt,Nationalstrasse,Strassen im Bau / geplant,,05_12_2017,5681.81987229276
67.76465596,6522,12,16300,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,67.76465595642179
106.02078891,391,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,106.02079538420101
