GEMEINDE,ORT,PLZ,STRASSE,ENSEMBLE,OBJEKT,GVZ_NR,BAUJAHR,EINSTUFUNG,FESTSETZUNG,ERLASS,SCHUTZ,GRUNDBUCHEINTRAG,OST,NORD,E,N
Zürich,Zürich,,Hardgutstrasse 9,Zürich: Schlachthof,Trafostation von 1917,26403108,1907,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680486.91177389,1248819.85563438,2680486.912,1248819.856
Zürich,Zürich,,Hardgutstrasse 1,Zürich: Schlachthof,"ehem. Lokomotivschuppen, heute Remise",26403228,1909,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680520.91236549,1248887.85565623,2680520.912,1248887.856
Zürich,Zürich,8004,Baslerstrasse 2; Herdernstrasse 59,Zürich: Schlachthof,"Wirtschaftsgebäude, heute Wohn- und Gasthaus",26403118,1907,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680590.90888765,1248620.85509617,2680590.909,1248620.855
Zürich,Zürich,8003,Aemtlerstrasse 155,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten","Ehem. Krematorium Sihlfeld A, heute Abdankungshalle",27700598,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680794.89992996,1247598.85231212,2680794.9,1247598.852
Zürich,Zürich,8003,Aemtlerstrasse 175,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten",Ehem. Leichenhalle,27701308,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680794.90125656,1247795.85197164,2680794.901,1247795.852
Zürich,Zürich,8002,Bluntschlisteig; Bürglistrasse 19,Zürich: ref. Kirchgemeinde Enge; Zürich: Pfarrhaus I und II der reformierten Kirchgemeinde Enge,Pfarrhaus Enge I,26500760,1894,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682396.88714496,1246268.83794013,2682396.887,1246268.838
Zürich,Zürich,8002,Brandschenkestrasse 125,"Zürich: Kantonsschule Freudenberg; Zürich: Kantonsschule Freudenberg, Schulgebäude und Aula",Aula,26500500,1957,kantonal,,,-,,2682232.88901475,1246663.83905703,2682232.889,1246663.839
Zürich,Zürich,8004,Werdstrasse 63,,"Kirche, kath. St. Peter und Paul",26400678,,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19810520,2682244.89316455,1247407.83791147,2682244.893,1247407.838
Zürich,Zürich,8002,Beethovenstrasse 1; Beethovenstrasse 3; Beethovenstrasse 5; Beethovenstrasse 7; Beethovenstrasse 7a; General-Guisan-Quai 22; Stockerstrasse 4; Stockerstrasse 6; Stockerstrasse 8; General Guisan-Quai 20,,Rotes Schloss,26500640,1891,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20140425,2683000.89173702,1246597.83470513,2683000.892,1246597.835
Zürich,Zürich,8001,Bahnhofstrasse 2; Börsenstrasse 15; Börsenstrasse 17,,Schweizerische Nationalbank,28101880,1919,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683214.89545803,1246916.83439215,2683214.896,1246916.834
Zürich,Zürich,8001,Münsterhof 2,,Ref. Kirche «Fraumünster»,28101923,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19850225,2683266.89566996,1247136.83442775,2683266.896,1247136.834
Zürich,Zürich,8001,Bahnhofquai 5; Beatenplatz 1,Zürich: Amtshäuser I-IV/Sternwarte «Urania» mit Geschäftshaus,Amtshaus II,28101847,1904,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683266.89488693,1247804.83442731,2683266.895,1247804.834
Zürich,Zürich,8008,Höschgasse 8,,Centre le Corbusier,27300365,1965,kantonal,20140411,"BDV Nr. 4020/2014, Unterschutzstellung",ÖREB,20140707,2684029.89389956,1245625.82960207,2684029.894,1245625.83
Zürich,Zürich,8008,Utoquai 45,,Hotel Eden au Lac,27301680,1908,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,19810529,2683748.8995245,1246356.83506062,2683748.9,1246356.835
Zürich,Zürich,8001,Waldmannstrasse 4,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100968,1887,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683695.89971125,1246995.83472277,2683695.9,1246995.835
Zürich,Zürich,8032,Steinwiesstrasse 1; Zeltweg 11; Zeltweg 13; Zeltweg 15; Zeltweg 9; Zeltweg 7,Zürich: Escherhäuser,Voredere Escherhäuser,26900180,1836,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683927.90166554,1247116.83488218,2683927.902,1247116.835
Zürich,Zürich,8001,Marktgasse 20,,Zunfthaus «Zur Schmiden»,28100359,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19800703,2683474.89723157,1247407.83457056,2683474.897,1247407.835
Zürich,Zürich,8001,Hirschengraben 56; Hirschengraben 58; Hirschengraben 60,,"Herrschaftssitz  Zum Neuberg, grosser und kleiner Neuberg mit Ökonomiegebäude",28100662,1733,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683639.89837772,1247701.8346838,2683639.898,1247701.835
Zürich,Zürich,8001,Florhofgasse 2,,Barockpalais Unterer Schönenberg,28100681,1,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683878.90086764,1247419.83484829,2683878.901,1247419.835
Zürich,Zürich,8001,Leonhardstrasse 16,Zürich: Altersheime St. Leonhard,Bürgerasyl,28100898,1875,regional,,,-,,2683598.89758412,1248062.83465537,2683598.898,1248062.835
Zürich,Oerlikon,8050,Dörflistrasse 90c bei,Zürich: Offene Rennbahn Zürich-Oerlikon,Unterführung,,1,kantonal,,,-,,2683925.92291671,1251593.84382816,2683925.923,1251593.844
Zürich,Zürich,8052,Seebacherstrasse 3,,"Kirche, kath. Maria Lourdes mit Pfarrhaus und Kirchgemeindezentrum",27500940,1935,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19850704,2683656.93299186,1252689.8415371,2683656.933,1252689.841
Zürich,Zürich,8032,Böcklinstrasse 17,,Böcklinatelier,26700602,1885,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19880129,2684729.90077178,1246534.8233699,2684729.901,1246534.823
Zürich,Zürich,8032,Neptunstrasse 68,,"Kirche, kath. St. Antonius",26901176,1908,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19840210,2684501.90323423,1246693.82795711,2684501.903,1246693.828
Zürich,Zürich,8044,Zürichbergstrasse 75,Zürich: Vorderberg Fluntern,Näegelihus,26600033,1800,-,,,PD,19700910,2684670.9020376,1247880.82512,2684670.902,1247880.825
Zürich,Zürich,8032,Doldertal 19,Zürich: Doldertalhäuser,Wohnhaus Doldertal 19,26901751,1932,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2685079.90221883,1247547.81803585,2685079.902,1247547.818
Opfikon,Glattbrugg,8152,Oberhauserstrasse 53,Opfikon: Oberstufenschulanlage Halden,Trakt B/Schulpavillon 1 von 1954,6600744,1954,regional,,,-,,2685309.94220621,1253918.8250145,2685309.942,1253918.825
Opfikon,Glattbrugg,8152,Oberhauserstrasse 45,Opfikon: Oberstufenschulanlage Halden,Trakt E/Kindergarten von 1959-1961,6600998,1959,regional,,,-,,2685273.94303535,1253993.82505042,2685273.943,1253993.825
