GEMEINDE,ORT,PLZ,STRASSE,ENSEMBLE,OBJEKT,GVZ_NR,BAUJAHR,EINSTUFUNG,FESTSETZUNG,ERLASS,SCHUTZ,GRUNDBUCHEINTRAG,OST,NORD,E,N
Zürich,Zürich,8001,Neumarkt 7,"Zürich: Neumarkttheater/Zunfthaus Zur Schuhmachern; Zürich: Zunfthaus ?Zur Schuhmachern? mit Bilgeriturm, Haus Zum Adlerberg",Haus Zum Adlerberg,28100315,1309,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683629.89856518,1247464.83467708,2683629.899,1247464.835
Zürich,Zürich,8001,Künstlergasse 15a,Zürich: Stockargut; Zürich: Stockergut und Gartenpavillon mit Gartenanlage,Pavillon,28100646,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683694.8988512,1247721.83472159,2683694.899,1247721.835
Zürich,Zürich,8006,Rämistrasse 101,Zürich: ETH Zürich,ETH Zürich Hauptgebäude,28101983,1860,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683797.89958956,1247885.83479229,2683797.9,1247885.835
Zürich,Zürich,8001,Hirschengraben 40 bei,Zürich: Rechberg,Hofbrunnen und Gartenaufgang,,1770,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683804.90008183,1247519.83479735,2683804.9,1247519.835
Zürich,Zürich,8006,Rämistrasse 73,Zürich: Universität Zürich,"Ehem. Augenklinik, heute Archäologie und Kunstgeschichte",28101014,1893,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683857.90027936,1247759.83483363,2683857.9,1247759.835
Zürich,Zürich,,Cäcilienstrasse 1; Rämistrasse 52; Rämistrasse 54,Zürich: Kantonsschulen Rämibühl,Naturwissenschaftsgebäude mit Aula,26901907,1967,kantonal,,,-,,2684087.90290717,1247290.83499205,2684087.903,1247290.835
Zürich,Zürich,8006,Gloriastrasse 25,Zürich: Kantonsspital USZ,Gebäude Gloriastrasse 25. Osttrakt 4,26601389,1950,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2684089.90230163,1247822.83499307,2684089.902,1247822.835
Zürich,Zürich,8001,Leonhardstrasse 18,Zürich: Altersheime St. Leonhard,Pfrundhaus,28100769,1840,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683627.89794577,1247977.83467536,2683627.898,1247977.835
Zürich,Zürich,8006,Universitätstrasse 6; Universitätstrasse 6a; Universitätstrasse 6b; Universitätstrasse 6c; Universitätstrasse 6d; Universitätstrasse 6e; Universitätstrasse 6f,Zürich: ETH Zürich,ETH Zürich Chemiegebäude,,1883,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683824.89958969,1248093.83481072,2683824.9,1248093.835
Zürich,Zürich,8006,Sternwartstrasse 4,Zürich: Kantonsspital USZ,Gebäude Sternwartstrasse 4. Operationstrakt,26601386,1950,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2684041.90172025,1247948.83495999,2684041.902,1247948.835
Zürich,Zürich,8008,Zollikerstrasse 128; Zollikerstrasse 128a,"Zürich: Villa Patumbah; Zürich: Villa Patumbah mit Ökonomiegebäude, Zwischentrakt, Pavillon und Gartenanlage",Villa Patumbah,27301046,1883,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20060321,2684698.89552757,1245726.82232968,2684698.896,1245726.822
Zürich,Zürich,8032,Steinwiesstrasse 89,Zürich: Kinderspital,"Gebäude I, Oberes Haus, ehem. Infektionshaus",26901462,1931,regional,,,-,,2684533.90259156,1247463.82748404,2684533.903,1247463.828
Opfikon,Glattbrugg,8152,Oberhauserstrasse 47,Opfikon: Oberstufenschulanlage Halden,Schultrakt A1 Turnhalle von 1952/54,6600743,1952,regional,,,-,,2685207.94252962,1253916.8257458,2685207.942,1253916.826
Zürich,Zürich,8055,,Zürich/Uitikon/Schlieren: Sperrstelle 5053,Kleinunterstand A04961,,1,kantonal,,,-,,2678945.88718149,1246209.85540922,2678945.887,1246209.855
Zürich,Zürich,8003,Albisriederstrasse 31 bei,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten","Friedhofmauern, Tore, Grünanlagen, Grabmäler und sonstiges Gartenmobiliar ohne Hochbauten",,1,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680590.90292148,1247926.85384486,2680590.903,1247926.854
Zürich,Zürich,8004,Herdernstrasse 65; Herdernstrasse 67,Zürich: Schlachthof,"ehem. Stallungen für Gross- und Kleinvieh, heute Betriebsgebäude",26403185,1909,kantonal,19810812,"RRB Nr. 3048/1981 Liste Stadt Zürich, teilweise Schutzobjekt siehe Schutzplan Inventarbeschrieb",-,,2680604.91022733,1248743.85524638,2680604.91,1248743.855
Zürich,Zürich,8005,,Zürich: Sperrstelle 6090,Perm Waffenstellung A04875,,1,kantonal,,,-,,2680690.92249992,1249849.85669009,2680690.922,1249849.857
Zürich,Zürich,8003,Aemtlerstrasse 113 bei,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten",Urnennischenwand,,1,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2681063.89897186,1247609.84952447,2681063.899,1247609.85
Zürich,Zürich,8002,Seestrasse 110,Zürich: Rietberg Museum Ensemble mit Parkanlage,"Villa Rieter, sog. Rote Villa",26500520,1887,regional,,,-,,2682530.88498648,1245778.83727765,2682530.885,1245778.837
Zürich,Zürich,8002,Seestrasse 141,,Teilstück des Belvoirparkzauns,,1,regional,,,ÖREB,20150427,2682626.88430007,1245655.83646204,2682626.884,1245655.837
Zürich,Zürich,8002,Bürglistrasse 15,Zürich: ref. Kirchgemeinde Enge,"Kirche Enge, ref.",26500677,1892,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682404.8873112,1246317.83778357,2682404.887,1246317.838
Zürich,Zürich,8002,Gablerstrasse 14,Zürich: Rietberg Museum Ensemble mit Parkanlage,Villa Schönberg,26500207,,kantonal,,,-,,2682465.88587253,1245973.83766283,2682465.886,1245973.838
Zürich,Zürich,8004,Badenerstrasse 90; Rotwandstrasse 19; Rotwandstrasse 21; Stauffacherstrasse 55; Rotwandstrasse 19a; Rotwandstrasse 21a,,Bezirksgebäude,26403478,1914,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682118.89548725,1247619.83978199,2682118.896,1247619.84
Zürich,Zürich,8004,Badenerstrasse 16; Badenerstrasse 18,Zürich: Zett-Haus,Geschäftshaus mit Kino Badenerstrasse 16/18,26404477,1930,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682472.89406387,1247561.83698219,2682472.894,1247561.837
Zürich,Zürich,8001,Pelikanstrasse 40; Talstrasse 71,"Zürich: Alter Botanischer Garten, Garten- und Bauensemble; Zürich: Ehem. Botanischer Garten, mit Schanzenmauern/ Bollwerk Zur Katz, Gewächshäusern, Sammlungsgebäuden (Völkerkundemuseum), Gartenbauelementen (Terrasse, Pergola, Denkmäler...) und Pflanzenbes",Gartenanlage,,1836,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682680.89064871,1247265.83423812,2682680.891,1247265.834
Zürich,Zürich,8001,,Zürich: Sperrstelle 6090,Infanteriewerk A04844,,1,kantonal,,,-,,2683325.89644006,1246804.8345009,2683325.896,1246804.835
Zürich,Zürich,8001,Stadthausquai,,Ravelin «Bauschänzli»,,1,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683369.89687486,1246902.83449872,2683369.897,1246902.835
Zürich,Zürich,8001,Bahnhofstrasse 69,Zürich: Geschäftshaus «Zur Trülle»,Hausteil,28101544,1898,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20080204,2683045.89312112,1247607.83427551,2683045.893,1247607.834
Zürich,Zürich,8001,Limmatquai 61,,Hauptwache,28100692,1824,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683386.89647987,1247370.83451009,2683386.896,1247370.835
Zürich,Zürich,8006,Beckenhofstrasse 35,Zürich: Beckenhof,Gartenanlage,,1700,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683201.90256898,1248813.83913182,2683201.903,1248813.839
Zürich,Zürich,8006,Beckenhofstrasse 31,Zürich: Beckenhof,Lehens- bzw. Pächterhaus um 1700,27600146,1690,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683267.902336,1248815.83876163,2683267.902,1248815.839
Zürich,Zürich,8001,Limmatquai 40; Römergasse 3,,Zunfthaus «Zur Zimmerleuten»,28100245,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20100930,2683436.89709572,1247230.83454456,2683436.897,1247230.835
Zürich,Zürich,8001,Rämistrasse 23,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100984,1889,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19780919,2683713.89988678,1246984.83473515,2683713.9,1246984.835
Zürich,Zürich,8001,Stadelhoferstrasse 26,,Baumwollhof,28100027,1812,-,,,PD,19830606,2683721.90011496,1246851.83474074,2683721.9,1246851.835
Zürich,Zürich,8001,Stadelhoferstrasse 8,Zürich: Bahnhofanlage SBB Station Zürich Stadelhofen,Aufnahmegebäude,28101031,,kantonal,,,-,,2683822.9011119,1246779.83481022,2683822.901,1246779.835
Zürich,Zürich,8001,Neumarkt 4,,Haus Zum unteren Rech,28100293,1437,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19770803,2683614.89847185,1247428.83466679,2683614.898,1247428.835
Zürich,Zürich,8001,Florhofgasse 8,Zürich: Rechberg,Stall und Remise,28100640,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683782.89994988,1247462.83478226,2683782.9,1247462.835
Zürich,Zürich,8006,Doktor Faust-Gasse 11; Doktor Faust-Gasse 9; Karl Schmid-Strasse 4; Künstlergasse 12; Künstlergasse 14; Künstlergasse 16; Rämistrasse 71; Rämistrasse 71/Doktor Faust-Gasse 9-11/Künstlergasse 12-16; Rämistrasse 71KOMMA Karl Schmid-Strasse 4KOMMA Künstlerga,Zürich: Universität Zürich,Kollegiengebäude I + II,28101102,,kantonal,19810812,RRB 3048/1981 Liste Stadt Zürich,-,,2683863.900425,1247681.8348378,2683863.9,1247681.835
Zürich,Zürich,8006,Rämistrasse 90,Zürich: Kantonsspital USZ,Musikpavillon im Park,26601322,1952,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683988.90139613,1247816.83492364,2683988.901,1247816.835
Zürich,Zürich,8006,Gloriastrasse 29,Zürich: Kantonsspital USZ,Gebäude Gloriastrasse 29. Hörsaaltrakt,26601387,1950,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2684061.90195839,1247899.83497377,2684061.902,1247899.835
Zürich,Zürich,8006,Schmelzbergstrasse 6,Zürich: Kantonsspital USZ,Gebäude Schmelzbergstrasse 6. Chirurgietrakt,26601382,1950,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683920.90061881,1247955.8348768,2683920.901,1247955.835
Zürich,Oerlikon,8050,Dörflistrasse 90c bei,Zürich: Offene Rennbahn Zürich-Oerlikon,Rampe,,1,kantonal,,,-,,2683914.92292758,1251599.84390831,2683914.923,1251599.844
Zürich,Zürich,8050,Dörflistrasse 90c; Dörflistrasse 90n,Zürich: Offene Rennbahn Zürich-Oerlikon,Garderobengebäude,27200802,1912,kantonal,,,-,,2683945.92330849,1251629.84382535,2683945.923,1251629.844
Zürich,Oerlikon,8050,Dörflistrasse 90 bei,Zürich: Offene Rennbahn Zürich-Oerlikon,Fahrbahn,,1,kantonal,,,-,,2683971.92239829,1251514.84332872,2683971.922,1251514.843
Zürich,Zürich,8008,Zollikerstrasse 128; Zollikerstrasse 128a; Zollikerstrasse 130,Zürich: Villa Patumbah,Zaun,,1,kantonal,20120620,RRB Nr. 646/2012,ÖREB,20120627,2684632.89504078,1245680.8228908,2684632.895,1245680.823
Zürich,Zürich,8008,Neumünsterstrasse 10,,Neumünsterkirche,27300290,1836,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19801029,2684585.89893488,1246130.8252554,2684585.899,1246130.825
Zürich,Zürich,8032,Asylstrasse 70,,Hausteil Asylstrasse 70,26900893,1896,-,,,PD,20060824,2684765.90289203,1246882.82339393,2684765.903,1246882.823
Zürich,Zürich,8006,Gloriastrasse 31,Zürich: Kantonsspital USZ,Dermatologie Gloriastrasse 31 von 1923,26600772,1923,regional,,,-,,2684132.90231559,1247874.83443104,2684132.902,1247874.834
Zürich,Zürich,8032,Freiestrasse 36,Zürich: Universität Zürich,Institut für Erziehungswissenschaft,26900696,1969,regional,,,-,,2684252.90294826,1247278.83234418,2684252.903,1247278.832
Zürich,Zürich,8032,Hofstrasse 47; Steinwiesstrasse 75,Zürich: Kinderspital,"Gebäude IV, Poliklinik",26901797,1937,regional,,,-,,2684543.90270049,1247365.82730932,2684543.903,1247365.827
Zürich,Zürich,8044,Zürichbergstrasse 71,Zürich: Vorderberg Fluntern,Gesellenhaus,26600031,1600,-,,,PD,19690925,2684643.90207911,1247856.82558688,2684643.902,1247856.826
Zürich,Zürich,8032,Dolderstrasse 60,Zürich: ref. Kirchgemeinde Hottingen,Sigristenhaus,26901251,1909,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2684815.90267512,1247269.82260022,2684815.903,1247269.823
Opfikon,Glattbrugg,8152,Schulstrasse 2 bei,Opfikon: ref. Kirche/Pfarrhaus,Glockenturm,6600023,1957,regional,,,-,,2685357.94072292,1253778.825084,2685357.941,1253778.825
Zürich,Zürich,8055,,Zürich/Uitikon/Schlieren: Sperrstelle 5053,Kleinunterstand A04962,,1,kantonal,,,-,,2679065.88561309,1246489.86105861,2679065.886,1246489.861
Zürich,Zürich,8048,Altstetterplatz 11; Altstetterplatz 12,Zürich: Bahnhof SBB Station Zürich Altstetten,Bahnhofgebäude,26300700,1965,kantonal,,,-,,2679270.92648624,1249496.85947487,2679270.927,1249496.859
Zürich,Zürich,8004,Herdernstrasse 69,Zürich: Schlachthof,"ehem. Stallungen/Wagenremise für Gastpferde, heute Laborgebäude",26403183,1909,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680671.90947787,1248711.85504266,2680671.909,1248711.855
Zürich,Zürich,8004,Herdernstrasse 71,Zürich: Schlachthof,"ehem. Pferdeschlachthaus, heute Lagergebäude mit Laden",26403184,1909,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680682.90961158,1248728.85504229,2680682.91,1248728.855
Zürich,Zürich,8048,Aargauerstrasse 10,,Fernmeldezentrum Herdern,26300213,1972,regional,,,-,,2680157.92284818,1249617.85758745,2680157.923,1249617.858
Zürich,Zürich,8003,Aemtlerstrasse 171,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten",Gerätehaus,27701529,1904,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680852.90145826,1247858.8512658,2680852.902,1247858.851
Zürich,Zürich,8005,,Zürich: Sperrstelle 6090,Beobachtungsstand A04872,,1,regional,,,-,,2681185.91911369,1249799.85546208,2681185.919,1249799.856
Zürich,Zürich,8002,Scheideggstrasse 27,Zürich: Rietberg Museum Ensemble mit Parkanlage,"Gartenhaus, sog. Lavaterhaus",26500047,1,kantonal,,,-,,2682438.88505646,1245740.83829235,2682438.885,1245740.838
Zürich,Zürich,8001,Pelikanstrasse 40; Talstrasse 71,"Zürich: Alter Botanischer Garten, Garten- und Bauensemble; Zürich: Ehem. Botanischer Garten, mit Schanzenmauern/ Bollwerk Zur Katz, Gewächshäusern, Sammlungsgebäuden (Völkerkundemuseum), Gartenbauelementen (Terrasse, Pergola, Denkmäler...) und Pflanzenbes",Bollwerk Zur Katz,,1646,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682625.89071415,1247249.83447349,2682625.891,1247249.835
Zürich,Zürich,8001,Gessnerallee 11,"Zürich: Kasernenareal; Zürich: Theater an der Sihl/Hochschule Musik und Theater, ehem. kantonale Militärreitanstalt mit kleiner Reithalle, Stallungen, Zeughaus","Haus Gessneralle, ehem. Stallungen",28101653,1866,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682722.89403616,1247660.83601098,2682722.894,1247660.836
Zürich,Zürich,8005,,Zürich: Sperrstelle 6090,Infanteriewerk A04858,,1,regional,,,-,,2682220.91057342,1249289.8472139,2682220.911,1249289.847
Zürich,Zürich,8002,Alfred Escher-Strasse 85,Zürich: Swiss RE Schweizerische Rückversicherung,Pavillon,26501160,1955,regional,,,-,,2682829.88670547,1245884.8355077,2682829.887,1245884.835
Zürich,Zürich,8002,Genferstrasse 2; Tödistrasse 1; General Guisan-Quai 30; General Guisan-Quai 32; General Guisan-Quai 34; General Guisan-Quai 36; Tödistrasse 1a,,Weisses Schloss,26500587,1890,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682876.88984941,1246496.83480839,2682876.89,1246496.835
Zürich,Zürich,8002,General Guisan Quai; Arboretum; Mythenquai 3 bei,Zürich: Sperrstelle 6090,Bunker A 4839,,1939,kantonal,19921021,BDV Nr. 889/1992 Einzelaufstufung,ÖREB,19921207,2682900.88891717,1246209.83514115,2682900.889,1246209.835
Zürich,Zürich,8001,Gessnerallee 8,Zürich: Kasernenareal,Ehem. Reitanstalt mit Stallungen,28101613,1864,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682768.89407678,1247684.83586828,2682768.894,1247684.836
Zürich,Zürich,8001,Nüschelerstrasse 36; Löwenstrasse 10,,Synagoge,28101773,1883,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19850502,2682820.89241532,1247521.83473711,2682820.892,1247521.835
Zürich,Zürich,8001,Uraniastrasse 9; Oetenbachgasse 24,Zürich: Amtshäuser I-IV/Sternwarte «Urania» mit Geschäftshaus,Geschäftshaus mit Sternwarte «Urania»,28101850,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,19891025,2683133.89387166,1247645.83433598,2683133.894,1247645.834
Zürich,Zürich,8001,Lindenhofstrasse 21; Lindenhofstrasse 23; Lindenhofstrasse 25; Uraniastrasse 2; Werdmühleplatz 4; Werdmühlestrasse 10; Werdmühlestrasse 12,Zürich: Amtshäuser I-IV/Sternwarte «Urania» mit Geschäftshaus,Amtshaus III,28101871,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683236.89471317,1247721.83440674,2683236.895,1247721.834
Zürich,Zürich,8001,Bahnhofquai 3,Zürich: Amtshäuser I-IV/Sternwarte «Urania» mit Geschäftshaus,"Amtshaus I, Stadtpolizei",28101511,1765,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683299.89527183,1247730.83445004,2683299.895,1247730.834
Zürich,Zürich,8001,Limmatquai 62,,Haus der Museumsgesellschaft,28100468,,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19971006,2683403.89662174,1247380.83452177,2683403.897,1247380.835
Zürich,Zürich,8001,Limmatquai 42; Rüdenplatz 1,,Zunfthaus Zum Rüden,28100244,1295,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683428.897,1247250.83453904,2683428.897,1247250.835
Zürich,Zürich,8005,Ausstellungsstrasse 60; Sihlquai 87; Ausstellungsstrasse 44,,"Hochschule für Gestaltung und Kunst Zürich (HGKZ), ehem. Kunstgewerbeschule",26404468,1930,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682833.90186683,1248579.84005913,2682833.902,1248579.84
Zürich,Zürich,8001,Neumühlequai 10; Neumühlequai 12; Neumühlequai 8; Stampfenbachstrasse 17; Stampfenbachstrasse 19; Walcheplatz 4,"Zürich: Kantonale Verwaltung, Zentralverwaltung",Kaspar Escher Haus,28100966,1911,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683389.89566532,1248088.83451167,2683389.896,1248088.835
Zürich,Zürich,8006,Beckenhofstrasse 37,Zürich: Beckenhof,Ökonomiegebäude um 1740,27600294,1735,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683238.90295812,1248872.83921953,2683238.903,1248872.839
Zürich,Zürich,8006,Beckenhofstrasse 35,Zürich: Beckenhof,Grosses Herrenhaus um 1740,27600036,1735,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19840829,2683240.90249254,1248821.83894785,2683240.903,1248821.839
Zürich,Zürich,8050,Birchstrasse 95; Holunderweg 1,,Schulhaus,27200814,1913,kantonal,,,-,,2682857.92228005,1251341.84935384,2682857.922,1251341.849
Zürich,Zürich,8050,Hofwiesenstrasse 373; Hofwiesenstrasse 373a,Zürich: Bahnhof SBB Station Zürich Oerlikon,Perronüberdachung II,27202686,1978,kantonal,,,-,,2683413.92316741,1251807.84671639,2683413.923,1251807.847
Zürich,Zürich,8001,Kirchgasse 9; Zwingliplatz 6,"Zürich: Kirche, ref. Grossmünster",Kreuzgang und Theologisches Seminar,28100179,1170,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683534.89805969,1247163.83461197,2683534.898,1247163.835
Zürich,Zürich,8001,Waldmannstrasse 6; Waldmannstrasse 6a,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100969,1887,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683690.8996567,1247003.83471932,2683690.9,1247003.835
Zürich,Zürich,8001,Winkelwiese 4,Zürich: Villa Tobler,Hauptgebäude,28100852,1852,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683698.89951447,1247186.8347247,2683698.9,1247186.835
Zürich,Zürich,8001,Rämistrasse 37,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100961,1885,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19900618,2683772.90032841,1247062.83477566,2683772.9,1247062.835
Zürich,Zürich,8001,Rämistrasse 39,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100977,1888,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683778.90036387,1247078.83477977,2683778.9,1247078.835
Zürich,Zürich,8001,Chorgasse 23; Zähringerplatz 6,,"Zentralbibliothek, Stammhaus",28101109,1915,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683551.8976811,1247617.83462336,2683551.898,1247617.835
Zürich,Zürich,8001,Predigerplatz 1,Zürich: Predigerkirche/Predigerchor,"Kirche, ref.",28100590,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19940224,2683603.89818492,1247588.83465912,2683603.898,1247588.835
Zürich,Zürich,8001,Künstlergasse 15,Zürich: Stockargut; Zürich: Stockergut und Gartenpavillon mit Gartenanlage,Gartenanlage,,1,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683714.89908465,1247676.83473537,2683714.899,1247676.835
Zürich,Zürich,8001,Hirschengraben 40 bei,Zürich: Rechberg,Prachtstore und Ziergitter,,1770,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683771.8998376,1247473.83477469,2683771.9,1247473.835
Zürich,Zürich,8006,Rämistrasse 102,Zürich: Kantonsspital USZ,Bettenhaus Rämistrasse 100. Westtrakt 1/2,26601381,1951,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683920.90066218,1247918.83487683,2683920.901,1247918.835
Zürich,Zürich,8006,Rämistrasse 100,Zürich: Kantonsspital USZ,Gartenanlage,,1,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683997.90149502,1247801.83492984,2683997.902,1247801.835
Zürich,Zürich,8032,Zürichbergstrasse 2; Zürichbergstrasse 8,Zürich: Universität Zürich,"Hauptgebäude, heute romanisches Seminar",26901264,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2684037.90221981,1247491.83495755,2684037.902,1247491.835
Zürich,Zürich,8050,Hofwiesenstrasse 369,Zürich: Bahnhof SBB Station Zürich Oerlikon,Aufnahmegebäude,27200068,1913,kantonal,,,-,,2683436.92273037,1251771.84665224,2683436.923,1251771.847
Zürich,Zürich,8050,Dörflistrasse 90,Zürich: Offene Rennbahn Zürich-Oerlikon,Tribünengebäude und Restaurant «Rennbahnstübli»,27200792,1912,kantonal,,,-,,2683930.9224444,1251537.84362941,2683930.922,1251537.844
Zürich,Zürich,8008,Zollikerstrasse 32,"Zürich: Villa Bleuler, heute Schweizerisches Institut für Kunstwissenschaft SIK",Hauptgebäude,27301059,1885,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19920429,2684355.90160457,1246318.82993821,2684355.902,1246318.83
Zürich,Zürich,8008,Kreuzbühlstrasse 38,"Zürich: Herrschaftssitz «Zum Schönbühl» mit Villa, Nebengebäuden und Park",Ökonomiegebäude II,27300533,1858,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,19820316,2684170.90375478,1246620.8337523,2684170.904,1246620.834
Zürich,Zürich,,Freiestrasse 32; Freiestrasse 34; Rämistrasse 56,Zürich: Kantonsschulen Rämibühl,Literargymnasium LG/Realgymnasium RG,26901905,1967,kantonal,,,-,,2684175.90291727,1247338.83367783,2684175.903,1247338.834
Zürich,Zürich,8008,Lenggstrasse 47,"Zürich: Psychiatrische Klinik Burghölzli; Zürich: Psychiatrische Universitätsklinik PUK (Kantonale Heilanstalt Burghölzli) mit drei Ökonomiegebäuden ?(ehem. Holz- und Kohlenlager, Tierstallungen, Heubühnen, Pferdestallungen, Metzgerei), Wirtschaftstrakt u",Feuerwehrgebäude 1869,27300755,1869,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2685492.88872604,1245415.80733075,2685492.889,1245415.807
Zürich,Zürich,8055,,Zürich/Uitikon/Schlieren: Sperrstelle 5053,Kleinunterstand A04963,,1,kantonal,,,-,,2679165.88671848,1246334.85989786,2679165.887,1246334.86
Stallikon,Uetliberg,8143,,,Standort der Uetliburg,,1,-,,,PD,19810120,2679478.87345847,1244861.84706235,2679478.874,1244861.847
Zürich,Zürich,8003,Albisriederstrasse 31; Albisriederstrasse 31a; Albisriederstrasse 33; Albisriederstrasse 33a; Albisriederstrasse 35,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten",Leichenhaus und Abdankungshalle,27701989,1917,kantonal,19810812,RRB 3048/1981 Liste Stadt Zürich,-,,2680666.9026568,1247930.85305573,2680666.903,1247930.853
Zürich,Zürich,8003,Albisriederstrasse 31,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten",Gärtnerwohnhaus,27701989,1917,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680696.90259556,1247938.85273314,2680696.903,1247938.853
