Jahr,X_WGS84,Y_WGS84,Betriebsname,StrasseLang,HNr,PLZ,Ort,StatZoneSort,StatZoneLang,QuarSort,QuarLang,KreisSort,KreisLang,Oeffnungszeit,Betriebsart,Betriebsstatus,EKoord,NKoord,AnzBetriebe
2017,8.5004599209453,47.3918199480363,Markthalle,Aargauerstrasse,1,8048,Zürich,5201,Hardturm,52,Escher Wyss,5,Kreis 5,,Gastwirtschaft,Offen,2680167.203,1249541.35,1
2017,8.5004599209453,47.3918199480363,Treffpunkt,Aargauerstrasse,1,8048,Zürich,5201,Hardturm,52,Escher Wyss,5,Kreis 5,,Gastwirtschaft,Offen,2680167.203,1249541.35,1
2017,8.49850954977678,47.3923896087339,Wirtschaft zum Transit,Aargauerstrasse,14,8048,Zürich,9208,Hardhof,92,Altstetten,9,Kreis 9,So - Do 0400 / Fr/Sa Frei,Gastwirtschaft,Offen,2680019.106,1249602.69,1
2017,8.49889506040714,47.4016426347132,Rapido,Ackersteinstrasse,205,8049,Zürich,10106,Bauherrenstrasse,101,Höngg,10,Kreis 10,,Gastwirtschaft,Offen,2680034.31,1250631.767,1
2017,8.5329884834744,47.3830914337617,Himalaya Restaurant & Takeaway,Ackerstrasse,52,8005,Zürich,5105,Ackerstrasse,51,Gewerbeschule,5,Kreis 5,,Gastwirtschaft,Offen,2682636.445,1248604.726,1
2017,8.5332074827476,47.3832241237832,THE VIN-TAGE,Ackerstrasse,56,8005,Zürich,5105,Ackerstrasse,51,Gewerbeschule,5,Kreis 5,,Gastwirtschaft,Offen,2682652.775,1248619.708,1
2017,8.5778700016316,47.3761208800071,Driving Range Adlisberg,Adlisbergstrasse,35,8044,Zürich,7201,Dolder,72,Hottingen,7,Kreis 7,,Nebenwirtschaft,Offen,2686036.51,1247878.039,1
2017,8.57675889995948,47.3755836926688,Dolder Hotel,Adlisbergstrasse,36,8044,Zürich,7201,Dolder,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2685953.471,1247817.102,1
2017,8.58238756704392,47.3749832108508,Adlisberg,Adlisbergstrasse,75,8044,Zürich,7201,Dolder,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2686379.499,1247756.527,1
2017,8.52397862529779,47.36833728021,Gran Sasso,Aegertenstrasse,2,8003,Zürich,3408,Sihlhölzli,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2681978.833,1246955.036,1
2017,8.51634127964199,47.3708934360736,Grottino 77,Aemtlerstrasse,11,8003,Zürich,3406,Zwinglihaus,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2681398.103,1247231.257,1
2017,8.51624313777983,47.3710086976183,Olive,Aemtlerstrasse,13,8003,Zürich,3406,Zwinglihaus,34,Sihlfeld,3,Kreis 3,FR/SA 02.00,Gastwirtschaft,Offen,2681390.515,1247243.969,1
2017,8.51641749557833,47.3713440637379,Plüsch,Aemtlerstrasse,16,8003,Zürich,3405,Idaplatz,34,Sihlfeld,3,Kreis 3,Fr./Sa. Frei,Gastwirtschaft,Offen,2681403.171,1247281.433,1
2017,8.51630892013553,47.3714377624406,Les délices d'Orient,Aemtlerstrasse,18,8003,Zürich,3405,Idaplatz,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2681394.828,1247291.737,1
2017,8.51538037319888,47.3715508462983,Kulturmarkt,Aemtlerstrasse,23,8003,Zürich,3406,Zwinglihaus,34,Sihlfeld,3,Kreis 3,0200/frei,Gastwirtschaft,Offen,2681324.529,1247303.346,1
2017,8.51594074911404,47.371792006236,La Côte,Aemtlerstrasse,26,8003,Zürich,3405,Idaplatz,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2681366.482,1247330.737,1
2017,8.51470284045955,47.3722690331272,Johanneum,Aemtlerstrasse,43a,8003,Zürich,3406,Zwinglihaus,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2681272.265,1247382.486,1
2017,8.51469182227398,47.3729826186357,Bacetto,Aemtlerstrasse,48,8003,Zürich,3405,Idaplatz,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2681270.345,1247461.805,1
2017,8.5137956819514,47.3738569848892,La piccola Trattoria,Aemtlerstrasse,86,8003,Zürich,3405,Idaplatz,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2681201.336,1247558.082,1
2017,8.5137956819514,47.3738569848892,Tapas & Friends,Aemtlerstrasse,86,8003,Zürich,3405,Idaplatz,34,Sihlfeld,3,Kreis 3,,Kleinwirtschaft,Offen,2681201.336,1247558.082,1
2017,8.54468387079884,47.4125831584341,Binz Garten,Affolternstrasse,10,8050,Zürich,11501,Neu-Oerlikon,115,Oerlikon,11,Kreis 11,0400/Frei,Gastwirtschaft,Offen,2683473.301,1251895.757,1
2017,8.54109456124742,47.4108039568331,Gleis 9 (Ost),Affolternstrasse,52,8050,Zürich,11501,Neu-Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683205.216,1251694.147,1
2017,8.54066570511009,47.4109484769065,Cafeteria UZH Cityport,Affolternstrasse,56,8050,Zürich,11501,Neu-Oerlikon,115,Oerlikon,11,Kreis 11,,Gastwirtschaft,Offen,2683172.626,1251709.759,1
2017,8.51357012875332,47.3780661533176,Zipi Music Bar,Agnesstrasse,25,8004,Zürich,4403,Bullingerhof,44,Hard,4,Kreis 4,,Gastwirtschaft,Offen,2681177.892,1248025.789,1
2017,8.51008835759778,47.3785848182442,New Point Flora,Albisriederplatz,5,8004,Zürich,4402,Hardau,44,Hard,4,Kreis 4,0400/frei,Gastwirtschaft,Offen,2680914.184,1248079.854,1
2017,8.50870044577611,47.3782305573143,CD Español Iberia,Albisriederstrasse,16,8003,Zürich,3403,Brahmsstrasse,34,Sihlfeld,3,Kreis 3,,Gastwirtschaft,Offen,2680809.916,1248039.04,1
2017,8.50870044577611,47.3782305573143,Comedy-House,Albisriederstrasse,16,8003,Zürich,3403,Brahmsstrasse,34,Sihlfeld,3,Kreis 3,Fr./Sa. Frei,Gastwirtschaft,Offen,2680809.916,1248039.04,1
2017,8.49864785425812,47.377288415858,Letzistübli,Albisriederstrasse,171,8047,Zürich,9108,Sackzelg,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2680052.226,1247923.997,1
2017,8.49831398747453,47.3775416137715,Nikos,Albisriederstrasse,181,8047,Zürich,9106,Mühlezelgstrasse,91,Albisrieden,9,Kreis 9,Fr./Sa. Frei,Gastwirtschaft,Offen,2680026.634,1247951.805,1
2017,8.49612622846281,47.3786039822636,Cube,Albisriederstrasse,207,8047,Zürich,9106,Mühlezelgstrasse,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679859.835,1248067.682,1
2017,8.49480173339189,47.3794423579786,Il Salento,Albisriederstrasse,226,8047,Zürich,9107,Letzigraben,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679758.564,1248159.539,1
2017,8.4877557058346,47.3759941808546,Emilia,Albisriederstrasse,330,8047,Zürich,9104,Zollfreilager,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679231.631,1247769.06,1
2017,8.48703260936986,47.3758791324565,Coop Zürich A-Park Ca Puccini,Albisriederstrasse,334,8047,Zürich,9104,Zollfreilager,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679177.196,1247755.54,1
2017,8.48577031357413,47.3755800633295,Bistro Albisrieden,Albisriederstrasse,356,8047,Zürich,9104,Zollfreilager,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679082.315,1247721.019,1
2017,8.48473981261418,47.3751970176685,Sternen,Albisriederstrasse,371,8047,Zürich,9105,In der Ey,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679005.062,1247677.397,1
2017,8.48418652374745,47.3750118983798,Gasthof zum weissen Rössli,Albisriederstrasse,379,8047,Zürich,9105,In der Ey,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2678963.553,1247656.26,1
2017,8.47698665785626,47.3757283687679,Schützenstube Hasenrain,Albisriederstrasse,530,8047,Zürich,9101,Brünneliacker,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2678418.778,1247728.692,1
2017,8.53037991689273,47.3382402407971,Trampoint,Albisstrasse,105,8038,Zürich,2108,Kalchbühl,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682508.857,1243615.837,1
2017,8.52982162850701,47.3381434149026,Wollishofen,Albisstrasse,108,8038,Zürich,2109,Entlisberg,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682466.817,1243604.486,1
2017,8.53269413759559,47.3440774563341,Yanruyi,Albisstrasse,19,8038,Zürich,2107,Auf der Egg,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682674.694,1244267.197,1
2017,8.53192534556197,47.343998691362,Casa Nostrana,Albisstrasse,25,8002,Zürich,2107,Auf der Egg,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682616.725,1244257.631,1
2017,8.53148465407302,47.3439571503261,Winit's,Albisstrasse,29,8038,Zürich,2107,Auf der Egg,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682583.49,1244252.549,1
2017,8.52978365077525,47.3438817769737,Moana Café Bar,Albisstrasse,44,8038,Zürich,2104,Morgental,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682455.076,1244242.381,1
2017,8.53041082422766,47.3420433429241,Cafe Medina,Albisstrasse,72,8038,Zürich,2104,Morgental,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682505.31,1244038.661,1
2017,8.53057840373188,47.3409108794088,Mediterrana,Albisstrasse,81,8038,Zürich,2108,Kalchbühl,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682519.725,1243912.941,1
2017,8.52992431370035,47.340561672672,Mellow Club,Albisstrasse,84,8038,Zürich,2104,Morgental,21,Wollishofen,2,Kreis 2,0200/frei,Gastwirtschaft,Offen,2682470.838,1243873.432,1
2017,8.5332794047889,47.3445569301729,Wollyhood,Albisstrasse,9,8038,Zürich,2107,Auf der Egg,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682718.174,1244321.117,1
2017,8.49350303695554,47.3879717201327,Galactic Dance,Albulastrasse,47,8048,Zürich,9209,Altstetterplatz,92,Altstetten,9,Kreis 9,Fr./Sa. Frei,Nebenwirtschaft,Offen,2679647.75,1249106.449,1
2017,8.49183294669625,47.3886463986551,"Bäckerei, Konditorei, Confiserie, Cafe Pfyl",Albulastrasse,58,8048,Zürich,9209,Altstetterplatz,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679520.652,1249179.761,1
2017,8.55480211064008,47.3569800043632,Freytag,Alderstrasse,49,8008,Zürich,8102,Bellerive,81,Seefeld,8,Kreis 8,,Gastwirtschaft,Offen,2684324.796,1245725.101,1
2017,8.53292475298979,47.3650682138332,Vee's Bistro,Alfred-Escher-Strasse,11,8002,Zürich,2402,Kongresshaus,24,Enge,2,Kreis 2,,Gastwirtschaft,Offen,2682659.576,1246600.995,1
2017,8.53286734989451,47.3651670657793,Lotus furniture & more,Alfred-Escher-Strasse,9,8002,Zürich,2402,Kongresshaus,24,Enge,2,Kreis 2,,Nebenwirtschaft,Offen,2682655.087,1246611.924,1
2017,8.52353402646756,47.3539213473908,Kafi Usglich Gmünder,Allmendstrasse,10,8002,Zürich,3106,Saalsporthalle,31,Alt-Wiedikon,3,Kreis 3,,Gastwirtschaft,Offen,2681967.412,1245351.938,1
2017,8.51943020744559,47.3405213447015,Socar Manegg,Allmendstrasse,121,8041,Zürich,2105,Manegg,21,Wollishofen,2,Kreis 2,,Tankstelle,Offen,2681677.897,1243857.973,1
2017,8.51840777353038,47.3385538304141,Manegg,Allmendstrasse,140,8002,Zürich,2105,Manegg,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2681603.645,1243638.18,1
2017,8.52438971802045,47.35224765883,Fork & Bottle,Allmendstrasse,20,8002,Zürich,2103,Muggenbühl,21,Wollishofen,2,Kreis 2,,Gastwirtschaft,Offen,2682034.632,1245166.767,1
2017,8.53073754386092,47.3406378623167,Green Papaya Asia Take Away Ngo,Alte Kalchbühlstrasse,9,8038,Zürich,2108,Kalchbühl,21,Wollishofen,2,Kreis 2,,Kleinwirtschaft,Offen,2682532.173,1243882.757,1
2017,8.48855733851321,47.391544324569,Spettacolo,Altstetterplatz,11,8048,Zürich,9209,Altstetterplatz,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679269.037,1249498.617,1
2017,8.48930190628825,47.3913171881005,Scent of Bamboo,Altstetterplatz,12,8048,Zürich,9209,Altstetterplatz,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679325.586,1249474.118,1
2017,8.48651432116522,47.3896441791029,Asian Dining,Altstetterstrasse,124,8048,Zürich,9206,Bachmattstrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679117.621,1249285.311,1
2017,8.4864941299894,47.3892384171043,Altstetten,Altstetterstrasse,130,8048,Zürich,9206,Bachmattstrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679116.699,1249240.181,1
2017,8.48656541943031,47.3885367168473,Bar Züri West,Altstetterstrasse,140,8048,Zürich,9206,Bachmattstrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679123.123,1249162.243,1
2017,8.48619457565178,47.3886315049206,La Taqueria,Altstetterstrasse,140a,8048,Zürich,9206,Bachmattstrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679094.984,1249172.407,1
2017,8.48708587642562,47.3884377276719,Dunkin Donuts,Altstetterstrasse,145,8048,Zürich,9210,Calandastrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679162.564,1249151.763,1
2017,8.48708587642562,47.3884377276719,Kleiner Bäckerei-Konditorei Neumarkt,Altstetterstrasse,145,8048,Zürich,9210,Calandastrasse,92,Altstetten,9,Kreis 9,,Nebenwirtschaft,Offen,2679162.564,1249151.763,1
2017,8.48708587642562,47.3884377276719,Lula Kebab House,Altstetterstrasse,145,8048,Zürich,9210,Calandastrasse,92,Altstetten,9,Kreis 9,,Kleinwirtschaft,Offen,2679162.564,1249151.763,1
2017,8.48708587642562,47.3884377276719,Migros Restaurant Altstetten,Altstetterstrasse,145,8048,Zürich,9210,Calandastrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679162.564,1249151.763,1
2017,8.48708587642562,47.3884377276719,Santa Lucia,Altstetterstrasse,145,8048,Zürich,9210,Calandastrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679162.564,1249151.763,1
2017,8.48647577099747,47.388181479998,La Brochette,Altstetterstrasse,146,8048,Zürich,9206,Bachmattstrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2679116.882,1249122.66,1
2017,8.48688205773166,47.387840382587,Neu Punkt,Altstetterstrasse,147,8048,Zürich,9210,Calandastrasse,92,Altstetten,9,Kreis 9,0400/frei,Gastwirtschaft,Offen,2679148.063,1249085.149,1
2017,8.48386960581751,47.3820193682413,Schwarzer Bären,Altstetterstrasse,223,8048,Zürich,9211,Zwyssigstrasse,92,Altstetten,9,Kreis 9,,Gastwirtschaft,Offen,2678929.243,1248434.978,1
2017,8.58543097308117,47.4017441994035,Kirchgemeinde Hirzenbach,Altwiesenstrasse,170,8051,Zürich,12303,Mattenhof,123,Hirzenbach,12,Kreis 12,,Gastwirtschaft,Offen,2686565.845,1250734.919,1
2017,8.5858867966858,47.4020180028574,Coffee & Deeds,Altwiesenstrasse,181,8051,Zürich,12303,Mattenhof,123,Hirzenbach,12,Kreis 12,,Gastwirtschaft,Offen,2686599.805,1250765.861,1
2017,8.53565576409774,47.368697387256,roots@balboa,Am Schanzengraben,19,8002,Zürich,2406,Gartenstrasse,24,Enge,2,Kreis 2,,Nebenwirtschaft,Offen,2682860.213,1247007.334,1
2017,8.49785615111077,47.3991550309475,Payam,Am Wasser,135,8049,Zürich,10106,Bauherrenstrasse,101,Höngg,10,Kreis 10,,Gastwirtschaft,Offen,2679959.626,1250354.154,1
2017,8.4958166425478,47.3994362427643,Hönggerhof,Am Wasser,161,8049,Zürich,10106,Bauherrenstrasse,101,Höngg,10,Kreis 10,,Gastwirtschaft,Offen,2679805.255,1250383.341,1
2017,8.50541185919676,47.3953743484848,Turbinenhaus,Am Wasser,53,8049,Zürich,10107,Grossmannstrasse,101,Höngg,10,Kreis 10,,Gastwirtschaft,Offen,2680535.673,1249941.572,1
2017,8.5057568463698,47.3958272562108,Cantina Terra Verde,Am Wasser,55,8049,Zürich,10107,Grossmannstrasse,101,Höngg,10,Kreis 10,,Nebenwirtschaft,Offen,2680561.031,1249992.277,1
2017,8.55340534649214,47.4133763601403,Gerdi's und Edi's Parkhausgrill,Andreasstrasse,67,8050,Zürich,11909,Leutschenbach,119,Seebach,11,Kreis 11,,Ausgabestelle,Offen,2684130.206,1251993.253,1
2017,8.54351149334296,47.3713778031194,Aelpli Bar,Ankengasse,5,8001,Zürich,1103,Grossmünster,11,Rathaus,1,Kreis 1,Fr./Sa. Frei,Gastwirtschaft,Offen,2683449.332,1247313.643,1
2017,8.52778231731686,47.3760152015895,Centro,Ankerstrasse,108,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,0400/Frei,Gastwirtschaft,Offen,2682254.267,1247812.581,1
2017,8.52790137624827,47.3760896379582,Ah-Hua 2,Ankerstrasse,110,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,,Gastwirtschaft,Offen,2682263.143,1247820.981,1
2017,8.52813336909639,47.3759420530211,city church,Ankerstrasse,112,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,,Veranstaltungsraum,Offen,2682280.89,1247804.817,1
2017,8.52796322733549,47.3764335317303,EGOIST,Ankerstrasse,115,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,0400/frei,Cabaret / Nachtclub,Offen,2682267.283,1247859.277,1
2017,8.52841552762529,47.3764301111426,Ipanema Bar,Ankerstrasse,116,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,0400/Frei,Gastwirtschaft,Offen,2682301.444,1247859.371,1
2017,8.52841552762529,47.3764301111426,Kepi's  Food GmbH,Ankerstrasse,116,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,0200/frei,Gastwirtschaft,Offen,2682301.444,1247859.371,1
2017,8.52841552762529,47.3764301111426,Love Story,Ankerstrasse,116,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,0400/frei,Gastwirtschaft,Offen,2682301.444,1247859.371,1
2017,8.52820785498042,47.3765632189561,After Dark Bar,Ankerstrasse,119,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,0200/frei,Gastwirtschaft,Offen,2682285.556,1247873.951,1
2017,8.52820785498042,47.3765632189561,"Tabak Sedal, Cakir",Ankerstrasse,119,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,0400/Frei,Nebenwirtschaft,Offen,2682285.556,1247873.951,1
2017,8.52845276093506,47.3767232975446,Pirata Bar,Ankerstrasse,123,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,0400/frei,Gastwirtschaft,Offen,2682303.803,1247892.004,1
2017,8.52433073706071,47.3730115539129,V.P. Catering,Ankerstrasse,16,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,,Gastwirtschaft,Offen,2681998.237,1247475.049,1
2017,8.52494479721042,47.3738770839308,La Penisola,Ankerstrasse,38,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,Fr./Sa. Frei,Kleinwirtschaft,Offen,2682043.279,1247571.913,1
2017,8.52400941299828,47.3725930533138,Si o No,Ankerstrasse,6,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,tägl. 0200 Uhr,Gastwirtschaft,Offen,2681974.614,1247428.188,1
2017,8.52577663470791,47.3749501115098,Central,Ankerstrasse,65,8004,Zürich,4204,Bezirksgebäude,42,Langstrasse,4,Kreis 4,0200/frei,Gastwirtschaft,Offen,2682104.446,1247692.073,1
2017,8.54162777926459,47.4002131441634,Vereinslokal FC Unterstrass,Anna-Heer-Strasse,23,8006,Zürich,6105,Steinkluppe,61,Unterstrass,6,Kreis 6,,Gastwirtschaft,Offen,2683262.007,1250517.309,1
2017,8.55737572438992,47.369535398806,Bar am Egge,Asylstrasse,11,8032,Zürich,7204,Kantonsschule,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684499.313,1247123.658,1
2017,8.56363294004122,47.365444708088,Aroma,Asylstrasse,110,8032,Zürich,7207,Eidmattstrasse,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684978.409,1246675.651,1
2017,8.56493229881725,47.3652757876882,Pizza Pasta Ciao,Asylstrasse,125,8032,Zürich,7301,Degenried,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685076.82,1246658.28,1
2017,8.56452165283645,47.3647570623113,Altersheim Klus Park,Asylstrasse,130,8032,Zürich,7302,Klus,73,Hirslanden,7,Kreis 7,,Gastwirtschaft,Offen,2685046.631,1246600.168,1
2017,8.55873164752417,47.368321795357,Kirchengemeindehaus Hottingen,Asylstrasse,36,8032,Zürich,7205,Merkurplatz,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684603.645,1246990.202,1
2017,8.55990085703699,47.3680161815084,Römerblick,Asylstrasse,58,8032,Zürich,7205,Merkurplatz,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684692.437,1246957.488,1
2017,8.5601799822844,47.3679258851256,Meister Lin,Asylstrasse,60,8032,Zürich,7205,Merkurplatz,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684713.662,1246947.751,1
2017,8.56081657252948,47.3673031439596,Justus,Asylstrasse,70,8032,Zürich,7207,Eidmattstrasse,72,Hottingen,7,Kreis 7,,Nebenwirtschaft,Offen,2684762.732,1246879.208,1
2017,8.56170356809761,47.3668029345667,Luca 2,Asylstrasse,81,8032,Zürich,7206,Carmenstrasse,72,Hottingen,7,Kreis 7,,Gastwirtschaft,Offen,2684830.521,1246824.558,1
2017,8.53882752305178,47.3722005759813,Cantinetta Antinori,Augustinergasse,25,8001,Zürich,1302,Münsterhof,13,Lindenhof,1,Kreis 1,,Gastwirtschaft,Offen,2683094.304,1247400.141,1
2017,8.54007944861585,47.3714894156676,Tao's (EG),Augustinergasse,3,8001,Zürich,1302,Münsterhof,13,Lindenhof,1,Kreis 1,0400/frei,Gastwirtschaft,Offen,2683189.961,1247322.407,1
2017,8.53902614911375,47.3723368943139,Juice Market,Augustinergasse,42,8001,Zürich,1302,Münsterhof,13,Lindenhof,1,Kreis 1,,Gastwirtschaft,Offen,2683109.092,1247415.506,1
2017,8.53981568291787,47.3716738665229,Widder Garage,Augustinerhof,1,8001,Zürich,1302,Münsterhof,13,Lindenhof,1,Kreis 1,0200 Uhr,Gastwirtschaft,Offen,2683169.753,1247342.633,1
2017,8.53747534051731,47.3811836265917,Kiosk Carparkplatz,Ausstellungsstrasse,15,8005,Zürich,5104,Berufsschulen,51,Gewerbeschule,5,Kreis 5,,Gastwirtschaft,Offen,2682978.2,1248397.367,1
2017,8.53695718768426,47.3815196822083,Kauz,Ausstellungsstrasse,21,8005,Zürich,5104,Berufsschulen,51,Gewerbeschule,5,Kreis 5,0400/Frei,Gastwirtschaft,Offen,2682938.552,1248434.179,1
2017,8.52003902295279,47.3659413117004,Bonesklinic - Spelunke,Austrasse,19,8045,Zürich,3104,Manesseplatz,31,Alt-Wiedikon,3,Kreis 3,FR/SA frei,Gastwirtschaft,Offen,2681684.957,1246684.565,1
2017,8.5058792184467,47.4215673115066,Kulturbahnhof Affoltern,Bachmannweg,16,8046,Zürich,11101,Mühlacker,111,Affoltern,11,Kreis 11,,Gastwirtschaft,Offen,2680531.348,1252854.001,1
2017,8.53581808969612,47.3450540673947,Gemeinschaftszentrum Wollishofen,Bachstrasse,7,8038,Zürich,2101,Bahnhof Wollishofen,21,Wollishofen,2,Kreis 2,0400/Frei,Gastwirtschaft,Offen,2682909.226,1244379.063,1
2017,8.50250062144671,47.3541453616508,Tennisclub Bachtobel,Bachtobelstrasse,263,8045,Zürich,3305,Albisgüetli,33,Friesenberg,3,Kreis 3,,Gastwirtschaft,Offen,2680378.049,1245355.085,1
2017,8.48609046622733,47.379952118487,Gemeinschaftszentrum Bachwiesen,Bachwiesenstrasse,40,8047,Zürich,9104,Zollfreilager,91,Albisrieden,9,Kreis 9,,Gastwirtschaft,Offen,2679100.004,1248207.393,1
2017,8.52515897278533,47.3740819572824,The Butcher / Papa Ceviche,Badenerstrasse,101,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,Fr./Sa. Frei,Gastwirtschaft,Offen,2682059.138,1247594.913,1
2017,8.52464070193384,47.3741194743785,Plaza,Badenerstrasse,109,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,0400/frei,Gastwirtschaft,Offen,2682019.941,1247598.542,1
2017,8.52373421604083,47.374438963523,Forum,Badenerstrasse,120,8004,Zürich,4203,Wengi,42,Langstrasse,4,Kreis 4,0400/frei,Gastwirtschaft,Offen,2681950.993,1247633.113,1
2017,8.52342625433789,47.3741775345734,Queen Idia African Restaurant,Badenerstrasse,125,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,0400/Frei,Gastwirtschaft,Offen,2681928.138,1247603.728,1
2017,8.52312678840776,47.374458484488,Thai Erawan,Badenerstrasse,134,8004,Zürich,4203,Wengi,42,Langstrasse,4,Kreis 4,,Ausgabestelle,Offen,2681905.091,1247634.649,1
2017,8.52283706870029,47.3744681304118,HUUSMAA,Badenerstrasse,138,8004,Zürich,4203,Wengi,42,Langstrasse,4,Kreis 4,Fr./Sa. Frei,Gastwirtschaft,Offen,2681883.197,1247635.419,1
2017,8.53034389258761,47.3734454814589,Coop ZH Stauffacher to go,Badenerstrasse,15,8004,Zürich,4102,Werdplatz,41,Werd,4,Kreis 4,,Gastwirtschaft,Offen,2682451.682,1247529.59,1
2017,8.52189125049774,47.3742624166061,Di Lenardo,Badenerstrasse,155,8004,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,,Gastwirtschaft,Offen,2681812.086,1247611.563,1
2017,8.52201289807024,47.3745846950406,Relaxclub Moustache,Badenerstrasse,156,8004,Zürich,4203,Wengi,42,Langstrasse,4,Kreis 4,0400/frei,Nebenwirtschaft,Offen,2681820.778,1247647.518,1
2017,8.52201289807024,47.3745846950406,Vagabundo,Badenerstrasse,156,8004,Zürich,4203,Wengi,42,Langstrasse,4,Kreis 4,0400 / Frei,Gastwirtschaft,Offen,2681820.778,1247647.518,1
2017,8.53066869251136,47.3737827509333,Kino Metropol,Badenerstrasse,16,8004,Zürich,4205,Volkshaus,42,Langstrasse,4,Kreis 4,Fr/Sa 0200 Uhr (nur bei Nocturn-Vorstellungen),Gastwirtschaft,Offen,2682475.689,1247567.426,1
2017,8.51978408848952,47.3747584131498,Café Bebek,Badenerstrasse,171,8003,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,0400/Frei,Gastwirtschaft,Offen,2681652.196,1247664.509,1
2017,8.52048604656722,47.374526486516,Houdini Kino Bar,Badenerstrasse,173,8003,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,0400/Frei,Gastwirtschaft,Offen,2681705.562,1247639.456,1
2017,8.5199477834037,47.3746480490989,Kevon Food & Drinks,Badenerstrasse,177,8003,Zürich,4101,Kalkbreite,41,Werd,4,Kreis 4,,Gastwirtschaft,Offen,2681664.727,1247652.41,1
