,East,North
0,8.5394316238301,47.3769771067092
1,8.53935391311012,47.3767742873364
2,8.53929436771537,47.376657855002
3,8.53924130360485,47.376555798074
4,8.53948540097566,47.3764981430249
5,8.53978510296634,47.3764251334293
6,8.54000287941687,47.3763722527287
7,8.54006775171454,47.3764894344947
8,8.54009245894048,47.3765373498729
9,8.54013208295156,47.3765278779608
10,8.54018042725298,47.3766206155673
11,8.54017523364677,47.3766217714949
12,8.54019559148086,47.3766559387824
13,8.54025283671771,47.376753889612
14,8.53999069088345,47.376825067137
15,8.53969486096303,47.3769054793078
16,8.5394316238301,47.3769771067092
17,8.53919773224465,47.3764510690754
18,8.53904436705581,47.3761730603029
19,8.53901079482443,47.376106843096
20,8.53897932607386,47.3760450134583
21,8.53892354833795,47.3760571304979
22,8.5389020663267,47.3760152828565
23,8.53889608381703,47.3760160684456
24,8.53889368488624,47.3760114767906
25,8.53881238126399,47.3760308980867
26,8.53875754111963,47.3759241983666
27,8.53944375239519,47.3757607228753
28,8.53956369484502,47.3757322705586
29,8.53968590252954,47.3757679678361
30,8.53965701223101,47.3758874017939
31,8.5396670821231,47.3759069152109
32,8.53968218765854,47.3759176283603
33,8.53970575224525,47.375925004637
34,8.53981951109895,47.375956815454
35,8.53979142422648,47.3760029584004
36,8.53978038461234,47.3760057351926
37,8.5398249683836,47.3760927699027
38,8.53983227241361,47.3761072364147
39,8.53985542933192,47.3761519193802
40,8.53989232944734,47.3761426534171
41,8.53995709838091,47.3762715209165
42,8.53973353148592,47.3763248525172
43,8.53943347787382,47.3763962012365
44,8.53919773224465,47.3764510690754
45,8.53909139586134,47.3757339824666
46,8.53892054435248,47.3753965023191
47,8.53863047707966,47.3754658109383
48,8.53861234796732,47.3754330523798
49,8.53890376619395,47.3753644055713
50,8.53883600606188,47.3752309424688
51,8.53851470512786,47.3753061972358
52,8.53844855800846,47.3751622931906
53,8.53838518895082,47.3750381339679
54,8.53826580626368,47.3747104802343
55,8.53855192552786,47.3746810405494
56,8.53887307646951,47.3746500251524
57,8.53905426172738,47.3746068856032
58,8.5391967631653,47.3746020288593
59,8.53920282443153,47.3747134478768
60,8.53912482303661,47.3747285202905
61,8.53917674848862,47.3748294007998
62,8.53922578956571,47.3749246148437
63,8.53928213070241,47.3749077788207
64,8.53933178380879,47.3750056855298
65,8.53908569496619,47.3750646905963
66,8.53913823297125,47.3751663658467
67,8.53946962485641,47.3750867314714
68,8.53949356507043,47.3751738641073
69,8.53950132611864,47.3752021338249
70,8.53957089776823,47.3753379540047
71,8.53945190610772,47.3753662353673
72,8.5394807860237,47.3754213252183
73,8.53959943695093,47.3754259063156
74,8.5399346804284,47.3755185357954
75,8.54002510989817,47.3755492555367
76,8.53991852368015,47.3757306062969
77,8.53973045030818,47.3756789231093
78,8.53953748594103,47.375625073428
79,8.53939179162099,47.3756594830325
80,8.53909139586134,47.3757339824666
81,8.48783843483905,47.3912406542897
82,8.4879409403709,47.3911926705882
83,8.48858107016522,47.3910183613124
84,8.48868537585757,47.390997255677
85,8.48875084129745,47.390977321473
86,8.48886216746791,47.3911672648963
87,8.48923527523081,47.3910663852205
88,8.48932962097711,47.3912300732223
89,8.48890546363231,47.3913471404819
90,8.48804164007707,47.3915762839517
91,8.48801411717721,47.3915306593329
92,8.48784705981386,47.3912548780475
93,8.48783843483905,47.3912406542897
94,8.54137126675217,47.413094703522
95,8.53953223239338,47.4123863693779
96,8.54022214404591,47.4115584418607
97,8.54093638008892,47.4118364968879
98,8.54097964985866,47.4118059958494
99,8.54101989679129,47.4118093539638
100,8.54105975605939,47.4117709338052
101,8.54145779444025,47.4119239474723
102,8.54193433417977,47.4113521097636
103,8.54255281872913,47.4116784906215
104,8.54191221126448,47.4124463516665
105,8.54137126675217,47.413094703522
106,8.51350514749148,47.3695013543419
107,8.51312081358282,47.3692050602478
108,8.51311289943931,47.369159915435
109,8.51346109246342,47.3688805977118
110,8.51411106564665,47.3682795563753
111,8.51507377467354,47.367380475937
112,8.51545621847829,47.3675839606334
113,8.51581808995308,47.3678090623242
114,8.51596682153357,47.367888595213
115,8.51607270353018,47.36775432681
116,8.51600620618367,47.3677573308263
117,8.5157658365153,47.3676500931264
118,8.51522912203239,47.3672671646544
119,8.51521458824597,47.3672411243232
120,8.51507991296683,47.3671638431784
121,8.51486688578507,47.3670230308576
122,8.51498802309558,47.3669504987184
123,8.51505557719982,47.3668261142371
