,E,N,name
0,8.54301068502293,47.4330222306428,illumination
1,8.54297882218405,47.4327342637693,illumination
2,8.54326062349252,47.4321827523166,illumination
3,8.53787122507431,47.4313675420614,illumination
4,8.53754418129985,47.4313833514005,illumination
5,8.53708539230081,47.4314303106683,illumination
6,8.53817022105239,47.4313030478226,illumination
7,8.53856321207998,47.4312724513327,illumination
8,8.53898287477643,47.4312476803115,illumination
9,8.53979316384367,47.4311741957036,illumination
10,8.53945749263123,47.431219524209,illumination
11,8.5385883121867,47.4305650182423,illumination
12,8.53827957063121,47.4305643387212,illumination
13,8.53799485812886,47.4306469393224,illumination
14,8.53716224880866,47.4311205401454,illumination
15,8.53706069588575,47.4308352846641,illumination
16,8.53753679560513,47.4307596018723,illumination
17,8.5377109878037,47.4306862563612,illumination
18,8.53706270291954,47.4307494445131,illumination
19,8.53699127675449,47.4306927170291,illumination
20,8.53738207011465,47.4307099806866,illumination
21,8.54245964107516,47.4306231237882,illumination
22,8.54181243860841,47.4306845293208,illumination
23,8.54218944027701,47.4307065497224,illumination
24,8.54146293723122,47.4306078257549,illumination
25,8.54011078260002,47.431054667665,illumination
26,8.54049992503063,47.430559600266,illumination
27,8.54029994049501,47.4308142197984,illumination
28,8.53945360315175,47.4303133078077,illumination
29,8.54110183502008,47.430514330167,illumination
30,8.54075083064638,47.4304026932762,illumination
31,8.5407135893777,47.43030122499,illumination
32,8.54060043186625,47.4302259719766,illumination
33,8.54061140012633,47.4302147226629,illumination
34,8.54062235512868,47.4302034734745,illumination
35,8.54096724005458,47.4300599453503,illumination
36,8.5412251194413,47.4298392682873,illumination
37,8.53971849161078,47.4302023692418,illumination
38,8.54028336707476,47.4301086672163,illumination
39,8.54000238162371,47.4300834504193,illumination
40,8.54001614923975,47.4299524782333,illumination
41,8.53965416571387,47.4299044831954,illumination
42,8.54256256677666,47.4303498449542,illumination
43,8.54278921848751,47.43017429352,illumination
44,8.54286729231063,47.4299396062928,illumination
45,8.5414783871043,47.4296225923926,illumination
46,8.54311064254583,47.4297416501014,illumination
47,8.54320297728276,47.4294871543311,illumination
48,8.54170980519869,47.4294256344792,illumination
49,8.54194808191045,47.4292117540187,illumination
50,8.53697503852736,47.4305340019583,illumination
51,8.53692055269569,47.4303904738853,illumination
52,8.53728075233975,47.4301085046028,illumination
53,8.53759320061367,47.430025588166,illumination
54,8.53792677816174,47.4299369290943,illumination
55,8.5369328515255,47.4302213414098,illumination
56,8.53691087163588,47.430070227632,illumination
57,8.53853240181313,47.4304765897065,illumination
58,8.53839602394216,47.4303314305573,illumination
59,8.53892095685699,47.4305190104153,illumination
60,8.53918155456273,47.4304274081731,illumination
61,8.5392587600439,47.4299139412965,illumination
62,8.53883116469882,47.4299334278972,illumination
63,8.53818040545927,47.4302344732964,illumination
64,8.53804017459753,47.4301151299861,illumination
65,8.53845797851545,47.4299379134966,illumination
66,8.53826229589751,47.4299993932871,illumination
67,8.53814427922814,47.4298779948743,illumination
68,8.53788076438961,47.429711394586,illumination
69,8.53686805122884,47.4298457148516,illumination
70,8.53675921537606,47.4296062676757,illumination
71,8.53764176286038,47.4294954481163,illumination
72,8.53741599023208,47.4292916086258,illumination
73,8.53718515696609,47.4291764893191,illumination
74,8.53673121324169,47.4293636421204,illumination
75,8.53672247058721,47.429119043644,illumination
76,8.5190855416298,47.4293931078039,illumination
77,8.55546181030106,47.4295896885677,illumination
78,8.55505330673656,47.4294996355737,illumination
79,8.5547045647722,47.4294192676424,illumination
80,8.55433599361362,47.4293237175267,illumination
81,8.55399989222013,47.4291664261219,illumination
82,8.55376978907297,47.4289606718578,illumination
83,8.54329558974115,47.4324994824697,illumination
84,8.5435622316026,47.431989339029,illumination
85,8.54747099727849,47.4290784905176,illumination
86,8.54352100263497,47.4317215744701,illumination
87,8.54373155362774,47.4316783564551,illumination
88,8.54378333019449,47.4314394225244,illumination
89,8.54374596830885,47.4314301729478,illumination
90,8.54395776669559,47.43125490516,illumination
91,8.5439399383565,47.4310218805095,illumination
92,8.54419794545794,47.430807716954,illumination
93,8.54433419172093,47.4305537809444,illumination
94,8.54445955778789,47.4303179117894,illumination
95,8.54459754155228,47.4300596771729,illumination
96,8.54473005235755,47.4298117939775,illumination
97,8.54658089448901,47.4295359001501,illumination
98,8.54661759451295,47.4294356680444,illumination
99,8.54689502969858,47.4293196093578,illumination
100,8.5471837801841,47.4291989170248,illumination
101,8.54614335720753,47.4293091361727,illumination
102,8.54641357071141,47.4293511899156,illumination
103,8.54673503428913,47.4290335546443,illumination
104,8.54642024214237,47.4291634273877,illumination
105,8.54486841377348,47.4295559120464,illumination
106,8.54564072817248,47.4295325906364,illumination
107,8.54585954573696,47.4294666850483,illumination
108,8.5453445140316,47.4294596252796,illumination
109,8.54508898938109,47.4293972257272,illumination
110,8.54513599774731,47.4290606419122,illumination
111,8.5450082198123,47.4292956175409,illumination
112,8.5435731624006,47.4290232987647,illumination
113,8.54338206106831,47.4292387018522,illumination
114,8.5435263428093,47.4287619648474,illumination
115,8.54428324857636,47.4287299575564,illumination
116,8.5435176936415,47.4286064160991,illumination
117,8.54392577923174,47.4286348619494,illumination
118,8.54311576294977,47.4285788005246,illumination
119,8.54270960505676,47.4285518625635,illumination
120,8.54215444309824,47.42901476439,illumination
121,8.54227658428234,47.4287675496558,illumination
122,8.54246053536877,47.4285498239807,illumination
123,8.5468030624945,47.4288546488005,illumination
124,8.54775377793799,47.4289589603591,illumination
125,8.54642593512799,47.4285157869079,illumination
126,8.54504538106561,47.4288819059321,illumination
127,8.54527133180033,47.4288059757093,illumination
128,8.54517926846282,47.428632893528,illumination
129,8.54548775495851,47.428436899306,illumination
130,8.54464897488199,47.4287547401588,illumination
131,8.5450292631342,47.4287090593872,illumination
132,8.5454801704796,47.4281555723665,illumination
133,8.54578616740186,47.4280038655082,illumination
134,8.54594377578409,47.4278020196183,illumination
135,8.54576408146387,47.4277359809939,illumination
136,8.54550317290711,47.4278809687052,illumination
137,8.54520180823818,47.4277861405182,illumination
138,8.54609897049091,47.428255320508,illumination
139,8.54731865169421,47.427992410744,illumination
140,8.54734414782053,47.427971711637,illumination
141,8.54749186479942,47.4280990765884,illumination
142,8.54752746976719,47.4280724157562,illumination
143,8.54781357950652,47.4280728737634,illumination
144,8.54754032672723,47.4279393643009,illumination
145,8.54698625989247,47.4278285152172,illumination
146,8.54700100659212,47.4278135680861,illumination
147,8.54727126705328,47.4277977274881,illumination
148,8.54701575328348,47.4277986209531,illumination
149,8.54603541154265,47.4275644385624,illumination
150,8.54666432980204,47.4276736034452,illumination
151,8.54668674428073,47.4276513149125,illumination
152,8.54672892090132,47.4275104987303,illumination
153,8.54658600903502,47.4274113220838,illumination
154,8.54600083034732,47.4275511153428,illumination
155,8.54630797556539,47.4275077318392,illumination
156,8.5463304435073,47.427485460853,illumination
157,8.54594245859697,47.4273441326806,illumination
158,8.54699772240319,47.4276532456517,illumination
159,8.54773942037608,47.4275684167191,illumination
160,8.54730297840056,47.4275019465607,illumination
161,8.54693997412146,47.4274356523765,illumination
162,8.54596329487212,47.4273211577911,illumination
163,8.54626404053599,47.427302176154,illumination
164,8.54622943369743,47.4272888892285,illumination
165,8.54666192165326,47.4269654858766,illumination
166,8.54634915402718,47.4270640276188,illumination
167,8.54492502755575,47.4276636236019,illumination
168,8.54451075714263,47.4275642609518,illumination
169,8.54564899672557,47.4272410445304,illumination
170,8.54535884591814,47.4271071610433,illumination
171,8.54507486993904,47.4269750257431,illumination
172,8.54421594369641,47.4269752992032,illumination
173,8.54266914800893,47.4283088443239,illumination
174,8.54257976864102,47.4277935738874,illumination
175,8.54276399595573,47.4280208723999,illumination
176,8.54290827687887,47.4277996478785,illumination
177,8.54314253652143,47.4275958954793,illumination
178,8.5433663706837,47.427395723248,illumination
179,8.54406724544418,47.4275005447252,illumination
180,8.54366287881452,47.4274560797925,illumination
181,8.54378087879307,47.4273010655813,illumination
182,8.54345955628395,47.4272380680523,illumination
183,8.54407921646209,47.4271673454526,illumination
184,8.54313618193251,47.4270499148374,illumination
185,8.54255783250313,47.4270404703421,illumination
186,8.54233033794356,47.4276415739405,illumination
187,8.54206886520136,47.4275480389163,illumination
188,8.54186876733772,47.4274073146511,illumination
189,8.54167193284147,47.4273517685041,illumination
190,8.54198637191158,47.4272790302251,illumination
191,8.54227822344946,47.4272133158921,illumination
192,8.54107077653003,47.4272665174063,illumination
193,8.54078017534627,47.4272614441392,illumination
194,8.54138231505404,47.4273161223723,illumination
195,8.55054065566705,47.428486924141,illumination
196,8.55085599369093,47.4284606302555,illumination
197,8.54800404547645,47.4288364222789,illumination
198,8.54870170415442,47.4287449128012,illumination
199,8.54847674498676,47.4286487748658,illumination
200,8.54816801479357,47.428657044804,illumination
201,8.54884925292336,47.4286312745396,illumination
202,8.54826921967333,47.4284109058404,illumination
203,8.55353706631468,47.4287449399459,illumination
204,8.55270678471876,47.4286376626095,illumination
205,8.55303546438988,47.4285325278893,illumination
206,8.5532919916861,47.4285342828926,illumination
207,8.55228265457946,47.4285895592693,illumination
208,8.55159538344462,47.4285073508388,illumination
209,8.55204930559882,47.4285431884672,illumination
210,8.5511539384026,47.4284456566676,illumination
211,8.55145097055256,47.4282817427512,illumination
212,8.55166187743304,47.4278506598032,illumination
213,8.55155342191683,47.4280243359764,illumination
214,8.55249018870557,47.4273049346423,illumination
215,8.55371997205576,47.4271686531348,illumination
216,8.55404589353708,47.4271981344085,illumination
217,8.55435092930515,47.4270867294717,illumination
218,8.5529208128677,47.427257195656,illumination
219,8.55332111269258,47.4272128057087,illumination
220,8.5515985765591,47.4275826871114,illumination
221,8.55129885157346,47.4274373789485,illumination
222,8.55087369162292,47.4274854011076,illumination
223,8.55207700179753,47.4273511368586,illumination
224,8.5516769813891,47.4273956726991,illumination
225,8.55083602981933,47.4272523068902,illumination
226,8.55082605813765,47.4270287418659,illumination
227,8.54812094824323,47.4282176228117,illumination
228,8.54886470840876,47.4283661693143,illumination
229,8.54904565734713,47.4281164304709,illumination
230,8.54878201842522,47.4282045134795,illumination
231,8.54917078054673,47.4277157515955,illumination
232,8.55042623915088,47.4282604506765,illumination
233,8.55016219793213,47.4280612312082,illumination
234,8.55005735255744,47.427878498034,illumination
235,8.55016465543967,47.427698915666,illumination
236,8.5493372255951,47.4280817967406,illumination
237,8.54961569465263,47.4280483045683,illumination
238,8.54989477984701,47.4280144999693,illumination
239,8.5490994080831,47.4275825823807,illumination
240,8.55002439698895,47.4275785974258,illumination
241,8.54959799489496,47.4276256373552,illumination
242,8.5504390790399,47.4275327390159,illumination
243,8.54905898947194,47.4272912894586,illumination
244,8.54903111187176,47.4270413790308,illumination
245,8.5482247444947,47.4276264375885,illumination
246,8.54870024410301,47.4276613976037,illumination
247,8.54911505583165,47.4267375939718,illumination
248,8.54876189901082,47.4265395150201,illumination
249,8.54833648193877,47.4264051385831,illumination
250,8.55079941671391,47.4268009655938,illumination
251,8.55072679435224,47.4265503344825,illumination
252,8.55000709281716,47.4264351831813,illumination
253,8.55036151875121,47.4265084763624,illumination
254,8.54967844646252,47.4264176981119,illumination
255,8.54925426349684,47.4264321626104,illumination
256,8.5493513730997,47.4261032447037,illumination
257,8.54800766488542,47.4263348856869,illumination
258,8.54778141947848,47.4260638148497,illumination
259,8.54741955441008,47.4260715222306,illumination
260,8.54756728055047,47.4257884177911,illumination
261,8.54752714000588,47.4258085198322,illumination
262,8.54752714000588,47.4258085198322,illumination
263,8.54753290691371,47.4257748411789,illumination
264,8.54757128304015,47.4257572116955,illumination
265,8.54757128304015,47.4257572116955,illumination
266,8.55396487733899,47.4268278625169,illumination
267,8.55378304642927,47.4266632984912,illumination
268,8.55351922076959,47.4264271239438,illumination
269,8.55267023186901,47.4261759718078,illumination
270,8.5532509059345,47.4261847045578,illumination
271,8.55297924185035,47.4259398342078,illumination
272,8.55432511569276,47.426083125554,illumination
273,8.55434625487279,47.4260722714677,illumination
274,8.55410868337414,47.4258890684104,illumination
275,8.55412982252122,47.425878214363,illumination
276,8.55389879828631,47.4256936434333,illumination
277,8.55392037012532,47.4256831990205,illumination
278,8.55371751150803,47.4255175244293,illumination
279,8.55373929948485,47.4255072758553,illumination
280,8.55272184175517,47.4256879715783,illumination
281,8.55075821422471,47.4253955851951,illumination
282,8.55245777831894,47.4254310993788,illumination
283,8.55220260675306,47.4251809861489,illumination
284,8.55212500226233,47.4250605796436,illumination
285,8.55235540064681,47.4249146381225,illumination
286,8.55356127234988,47.4252012820473,illumination
287,8.55341024093354,47.4250520357664,illumination
288,8.55319074102639,47.4248370750738,illumination
289,8.55263271148856,47.4248032167689,illumination
