"ObjectID","Datum","Standort","Velo_in","Velo_out","Fuss_in","Fuss_out"
957,2009-12-17T21:30:00,"ECO09022739",2,0,,
958,2009-12-17T21:45:00,"ECO09022739",0,1,,
959,2009-12-17T22:00:00,"ECO09022739",2,3,,
960,2009-12-17T22:15:00,"ECO09022739",1,0,,
961,2009-12-17T22:30:00,"ECO09022739",3,3,,
962,2009-12-17T22:45:00,"ECO09022739",0,2,,
963,2009-12-17T23:00:00,"ECO09022739",1,1,,
964,2009-12-17T23:15:00,"ECO09022739",0,1,,
965,2009-12-17T23:30:00,"ECO09022739",0,2,,
966,2009-12-17T23:45:00,"ECO09022739",0,0,,
967,2009-12-18T00:00:00,"ECO09022739",0,4,,
968,2009-12-18T00:15:00,"ECO09022739",1,0,,
969,2009-12-18T00:30:00,"ECO09022739",0,2,,
970,2009-12-18T00:45:00,"ECO09022739",0,2,,
971,2009-12-18T01:00:00,"ECO09022739",0,4,,
972,2009-12-18T01:15:00,"ECO09022739",0,1,,
973,2009-12-18T01:30:00,"ECO09022739",0,1,,
974,2009-12-18T01:45:00,"ECO09022739",1,1,,
975,2009-12-18T02:00:00,"ECO09022739",1,1,,
976,2009-12-18T02:15:00,"ECO09022739",0,0,,
977,2009-12-18T02:30:00,"ECO09022739",0,0,,
978,2009-12-18T02:45:00,"ECO09022739",0,0,,
979,2009-12-18T03:00:00,"ECO09022739",0,2,,
980,2009-12-18T03:15:00,"ECO09022739",1,0,,
981,2009-12-18T03:30:00,"ECO09022739",0,0,,
982,2009-12-18T03:45:00,"ECO09022739",0,0,,
983,2009-12-18T04:00:00,"ECO09022739",0,0,,
984,2009-12-18T04:15:00,"ECO09022739",0,1,,
985,2009-12-18T04:30:00,"ECO09022739",0,0,,
986,2009-12-18T04:45:00,"ECO09022739",0,0,,
987,2009-12-18T05:00:00,"ECO09022739",0,0,,
988,2009-12-18T05:15:00,"ECO09022739",0,0,,
989,2009-12-18T05:30:00,"ECO09022739",0,0,,
990,2009-12-18T05:45:00,"ECO09022739",0,1,,
991,2009-12-18T06:00:00,"ECO09022739",1,0,,
992,2009-12-18T06:15:00,"ECO09022739",1,0,,
993,2009-12-18T06:30:00,"ECO09022739",0,0,,
994,2009-12-18T06:45:00,"ECO09022739",2,0,,
995,2009-12-18T07:00:00,"ECO09022739",2,0,,
996,2009-12-18T07:15:00,"ECO09022739",3,0,,
997,2009-12-18T07:30:00,"ECO09022739",4,1,,
998,2009-12-18T07:45:00,"ECO09022739",3,0,,
999,2009-12-18T08:00:00,"ECO09022739",2,2,,
1000,2009-12-18T08:15:00,"ECO09022739",9,2,,
1001,2009-12-18T08:30:00,"ECO09022739",14,3,,
1002,2009-12-18T08:45:00,"ECO09022739",15,2,,
1003,2009-12-18T09:00:00,"ECO09022739",16,0,,
1004,2009-12-18T09:15:00,"ECO09022739",13,1,,
1005,2009-12-18T09:30:00,"ECO09022739",11,0,,
1006,2009-12-18T09:45:00,"ECO09022739",3,2,,
1007,2009-12-18T10:00:00,"ECO09022739",8,0,,
1008,2009-12-18T10:15:00,"ECO09022739",4,1,,
1009,2009-12-18T10:30:00,"ECO09022739",4,2,,
1010,2009-12-18T10:45:00,"ECO09022739",8,0,,
1011,2009-12-18T11:00:00,"ECO09022739",6,1,,
1012,2009-12-18T11:15:00,"ECO09022739",3,1,,
1013,2009-12-18T11:30:00,"ECO09022739",5,0,,
1014,2009-12-18T11:45:00,"ECO09022739",4,0,,
1015,2009-12-18T12:00:00,"ECO09022739",4,2,,
1016,2009-12-18T12:15:00,"ECO09022739",2,2,,
1017,2009-12-18T12:30:00,"ECO09022739",6,1,,
1018,2009-12-18T12:45:00,"ECO09022739",4,2,,
1019,2009-12-18T13:00:00,"ECO09022739",3,0,,
1020,2009-12-18T13:15:00,"ECO09022739",1,0,,
1021,2009-12-18T13:30:00,"ECO09022739",1,2,,
1022,2009-12-18T13:45:00,"ECO09022739",4,1,,
1023,2009-12-18T14:00:00,"ECO09022739",4,1,,
1024,2009-12-18T14:15:00,"ECO09022739",5,2,,
1025,2009-12-18T14:30:00,"ECO09022739",3,0,,
1026,2009-12-18T14:45:00,"ECO09022739",1,1,,
1027,2009-12-18T15:00:00,"ECO09022739",1,1,,
1028,2009-12-18T15:15:00,"ECO09022739",1,2,,
1029,2009-12-18T15:30:00,"ECO09022739",3,1,,
1030,2009-12-18T15:45:00,"ECO09022739",5,3,,
1031,2009-12-18T16:00:00,"ECO09022739",3,5,,
1032,2009-12-18T16:15:00,"ECO09022739",4,3,,
1033,2009-12-18T16:30:00,"ECO09022739",2,5,,
1034,2009-12-18T16:45:00,"ECO09022739",3,2,,
1035,2009-12-18T17:00:00,"ECO09022739",1,0,,
1036,2009-12-18T17:15:00,"ECO09022739",2,3,,
1037,2009-12-18T17:30:00,"ECO09022739",5,2,,
1038,2009-12-18T17:45:00,"ECO09022739",1,5,,
1039,2009-12-18T18:00:00,"ECO09022739",4,2,,
1040,2009-12-18T18:15:00,"ECO09022739",3,5,,
1041,2009-12-18T18:30:00,"ECO09022739",1,5,,
1042,2009-12-18T18:45:00,"ECO09022739",1,2,,
1043,2009-12-18T19:00:00,"ECO09022739",4,5,,
1044,2009-12-18T19:15:00,"ECO09022739",3,6,,
1045,2009-12-18T19:30:00,"ECO09022739",1,9,,
1046,2009-12-18T19:45:00,"ECO09022739",0,5,,
1047,2009-12-18T20:00:00,"ECO09022739",4,3,,
1048,2009-12-18T20:15:00,"ECO09022739",0,6,,
1049,2009-12-18T20:30:00,"ECO09022739",0,6,,
1050,2009-12-18T20:45:00,"ECO09022739",2,2,,
1051,2009-12-18T21:00:00,"ECO09022739",1,6,,
1052,2009-12-18T21:15:00,"ECO09022739",1,2,,
1053,2009-12-18T21:30:00,"ECO09022739",2,2,,
1054,2009-12-18T21:45:00,"ECO09022739",1,1,,
1055,2009-12-18T22:00:00,"ECO09022739",0,0,,
1056,2009-12-18T22:15:00,"ECO09022739",0,2,,
1057,2009-12-18T22:30:00,"ECO09022739",0,2,,
1058,2009-12-18T22:45:00,"ECO09022739",0,1,,
1059,2009-12-18T23:00:00,"ECO09022739",3,4,,
1060,2009-12-18T23:15:00,"ECO09022739",0,1,,
1061,2009-12-18T23:30:00,"ECO09022739",0,1,,
1062,2009-12-18T23:45:00,"ECO09022739",0,5,,
1063,2009-12-19T00:00:00,"ECO09022739",0,1,,
1064,2009-12-19T00:15:00,"ECO09022739",0,0,,
1065,2009-12-19T00:30:00,"ECO09022739",0,0,,
1066,2009-12-19T00:45:00,"ECO09022739",0,1,,
1067,2009-12-19T01:00:00,"ECO09022739",0,1,,
1068,2009-12-19T01:15:00,"ECO09022739",0,0,,
1069,2009-12-19T01:30:00,"ECO09022739",0,0,,
1070,2009-12-19T01:45:00,"ECO09022739",0,1,,
1071,2009-12-19T02:00:00,"ECO09022739",0,0,,
1072,2009-12-19T02:15:00,"ECO09022739",0,0,,
1073,2009-12-19T02:30:00,"ECO09022739",0,1,,
1074,2009-12-19T02:45:00,"ECO09022739",1,0,,
1075,2009-12-19T03:00:00,"ECO09022739",0,0,,
1076,2009-12-19T03:15:00,"ECO09022739",0,0,,
1077,2009-12-19T03:30:00,"ECO09022739",0,0,,
1078,2009-12-19T03:45:00,"ECO09022739",0,0,,
1079,2009-12-19T04:00:00,"ECO09022739",0,0,,
1080,2009-12-19T04:15:00,"ECO09022739",0,0,,
1081,2009-12-19T04:30:00,"ECO09022739",0,0,,
1082,2009-12-19T04:45:00,"ECO09022739",0,0,,
1083,2009-12-19T05:00:00,"ECO09022739",0,0,,
1084,2009-12-19T05:15:00,"ECO09022739",0,0,,
1085,2009-12-19T05:30:00,"ECO09022739",0,1,,
1086,2009-12-19T05:45:00,"ECO09022739",0,0,,
1087,2009-12-19T06:00:00,"ECO09022739",0,0,,
1088,2009-12-19T06:15:00,"ECO09022739",0,0,,
1089,2009-12-19T06:30:00,"ECO09022739",0,0,,
1090,2009-12-19T06:45:00,"ECO09022739",0,0,,
1091,2009-12-19T07:00:00,"ECO09022739",0,0,,
1092,2009-12-19T07:15:00,"ECO09022739",0,0,,
1093,2009-12-19T07:30:00,"ECO09022739",0,0,,
1094,2009-12-19T07:45:00,"ECO09022739",0,0,,
1095,2009-12-19T08:00:00,"ECO09022739",1,1,,
1096,2009-12-19T08:15:00,"ECO09022739",0,0,,
1097,2009-12-19T08:30:00,"ECO09022739",0,0,,
1098,2009-12-19T08:45:00,"ECO09022739",2,0,,
1099,2009-12-19T09:00:00,"ECO09022739",1,0,,
1100,2009-12-19T09:15:00,"ECO09022739",0,0,,
1101,2009-12-19T09:30:00,"ECO09022739",0,0,,
1102,2009-12-19T09:45:00,"ECO09022739",3,0,,
1103,2009-12-19T10:00:00,"ECO09022739",1,0,,
1104,2009-12-19T10:15:00,"ECO09022739",4,0,,
1105,2009-12-19T10:30:00,"ECO09022739",3,0,,
1106,2009-12-19T10:45:00,"ECO09022739",0,0,,
1107,2009-12-19T11:00:00,"ECO09022739",4,0,,
1108,2009-12-19T11:15:00,"ECO09022739",1,0,,
1109,2009-12-19T11:30:00,"ECO09022739",5,0,,
1110,2009-12-19T11:45:00,"ECO09022739",1,1,,
1111,2009-12-19T12:00:00,"ECO09022739",3,1,,
1112,2009-12-19T12:15:00,"ECO09022739",1,0,,
1113,2009-12-19T12:30:00,"ECO09022739",0,0,,
1114,2009-12-19T12:45:00,"ECO09022739",0,0,,
1115,2009-12-19T13:00:00,"ECO09022739",0,1,,
1116,2009-12-19T13:15:00,"ECO09022739",1,0,,
1117,2009-12-19T13:30:00,"ECO09022739",0,0,,
1118,2009-12-19T13:45:00,"ECO09022739",3,3,,
1119,2009-12-19T14:00:00,"ECO09022739",1,0,,
1120,2009-12-19T14:15:00,"ECO09022739",0,0,,
1121,2009-12-19T14:30:00,"ECO09022739",2,1,,
1122,2009-12-19T14:45:00,"ECO09022739",4,1,,
1123,2009-12-19T15:00:00,"ECO09022739",0,0,,
1124,2009-12-19T15:15:00,"ECO09022739",1,2,,
1125,2009-12-19T15:30:00,"ECO09022739",1,0,,
1126,2009-12-19T15:45:00,"ECO09022739",1,3,,
1127,2009-12-19T16:00:00,"ECO09022739",2,0,,
1128,2009-12-19T16:15:00,"ECO09022739",1,2,,
1129,2009-12-19T16:30:00,"ECO09022739",0,2,,
1130,2009-12-19T16:45:00,"ECO09022739",1,2,,
1131,2009-12-19T17:00:00,"ECO09022739",0,1,,
1132,2009-12-19T17:15:00,"ECO09022739",1,1,,
1133,2009-12-19T17:30:00,"ECO09022739",0,1,,
1134,2009-12-19T17:45:00,"ECO09022739",1,1,,
1135,2009-12-19T18:00:00,"ECO09022739",1,3,,
1136,2009-12-19T18:15:00,"ECO09022739",1,2,,
1137,2009-12-19T18:30:00,"ECO09022739",0,1,,
1138,2009-12-19T18:45:00,"ECO09022739",0,0,,
1139,2009-12-19T19:00:00,"ECO09022739",0,1,,
1140,2009-12-19T19:15:00,"ECO09022739",0,1,,
1141,2009-12-21T19:30:00,"ECO09022739",3,4,,
1142,2009-12-21T19:45:00,"ECO09022739",3,3,,
1143,2009-12-21T20:00:00,"ECO09022739",1,2,,
1144,2009-12-21T20:15:00,"ECO09022739",3,2,,
1145,2009-12-21T20:30:00,"ECO09022739",0,3,,
1146,2009-12-21T20:45:00,"ECO09022739",2,2,,
1147,2009-12-21T21:00:00,"ECO09022739",0,1,,
1148,2009-12-21T21:15:00,"ECO09022739",0,2,,
1149,2009-12-21T21:30:00,"ECO09022739",3,0,,
1150,2009-12-21T21:45:00,"ECO09022739",0,0,,
1151,2009-12-21T22:00:00,"ECO09022739",0,0,,
1152,2009-12-21T22:15:00,"ECO09022739",1,1,,
1153,2009-12-21T22:30:00,"ECO09022739",0,0,,
1154,2009-12-21T22:45:00,"ECO09022739",0,4,,
1155,2009-12-21T23:00:00,"ECO09022739",2,1,,
1156,2009-12-21T23:15:00,"ECO09022739",0,0,,
1157,2009-12-21T23:30:00,"ECO09022739",1,0,,
1158,2009-12-21T23:45:00,"ECO09022739",0,2,,
1159,2009-12-22T00:00:00,"ECO09022739",0,1,,
1160,2009-12-22T00:15:00,"ECO09022739",0,2,,
1161,2009-12-22T00:30:00,"ECO09022739",0,0,,
1162,2009-12-22T00:45:00,"ECO09022739",0,2,,
1163,2009-12-22T01:00:00,"ECO09022739",0,1,,
1164,2009-12-22T01:15:00,"ECO09022739",0,1,,
1165,2009-12-22T01:30:00,"ECO09022739",0,0,,
1166,2009-12-22T01:45:00,"ECO09022739",0,0,,
1167,2009-12-22T02:00:00,"ECO09022739",0,0,,
1168,2009-12-22T02:15:00,"ECO09022739",0,0,,
1169,2009-12-22T02:30:00,"ECO09022739",0,0,,
1170,2009-12-22T02:45:00,"ECO09022739",0,0,,
1171,2009-12-22T03:00:00,"ECO09022739",0,0,,
1172,2009-12-22T03:15:00,"ECO09022739",0,0,,
1173,2009-12-22T03:30:00,"ECO09022739",0,0,,
1174,2009-12-22T03:45:00,"ECO09022739",0,0,,
1175,2009-12-22T04:00:00,"ECO09022739",0,0,,
1176,2009-12-22T04:15:00,"ECO09022739",0,0,,
1177,2009-12-22T04:30:00,"ECO09022739",0,0,,
1178,2009-12-22T04:45:00,"ECO09022739",0,0,,
1179,2009-12-22T05:00:00,"ECO09022739",0,0,,
1180,2009-12-22T05:15:00,"ECO09022739",0,0,,
1181,2009-12-22T05:30:00,"ECO09022739",0,0,,
1182,2009-12-22T05:45:00,"ECO09022739",0,0,,
1183,2009-12-22T06:00:00,"ECO09022739",0,0,,
1184,2009-12-22T06:15:00,"ECO09022739",0,0,,
1185,2009-12-22T06:30:00,"ECO09022739",1,0,,
1186,2009-12-22T06:45:00,"ECO09022739",0,0,,
1187,2009-12-22T07:00:00,"ECO09022739",1,0,,
1188,2009-12-22T07:15:00,"ECO09022739",1,0,,
1189,2009-12-22T07:30:00,"ECO09022739",1,0,,
1190,2009-12-22T07:45:00,"ECO09022739",1,0,,
1191,2009-12-22T08:00:00,"ECO09022739",4,0,,
1192,2009-12-22T08:15:00,"ECO09022739",4,0,,
1193,2009-12-22T08:30:00,"ECO09022739",9,1,,
1194,2009-12-22T08:45:00,"ECO09022739",3,2,,
1195,2009-12-22T09:00:00,"ECO09022739",5,1,,
1196,2009-12-22T09:15:00,"ECO09022739",6,3,,
1197,2009-12-22T09:30:00,"ECO09022739",9,1,,
1198,2009-12-22T09:45:00,"ECO09022739",7,1,,
1199,2009-12-22T10:00:00,"ECO09022739",4,0,,
1200,2009-12-22T10:15:00,"ECO09022739",7,0,,
1201,2009-12-22T10:30:00,"ECO09022739",4,0,,
1202,2009-12-22T10:45:00,"ECO09022739",0,1,,
1203,2009-12-22T11:00:00,"ECO09022739",6,0,,
1204,2009-12-22T11:15:00,"ECO09022739",5,0,,
1205,2009-12-22T11:30:00,"ECO09022739",6,0,,
1206,2009-12-22T11:45:00,"ECO09022739",0,0,,
1207,2009-12-22T12:00:00,"ECO09022739",1,1,,
1208,2009-12-22T12:15:00,"ECO09022739",1,0,,
1209,2009-12-22T12:30:00,"ECO09022739",3,1,,
1210,2009-12-22T12:45:00,"ECO09022739",3,1,,
1211,2009-12-22T13:00:00,"ECO09022739",1,0,,
1212,2009-12-22T13:15:00,"ECO09022739",1,0,,
1213,2009-12-22T13:30:00,"ECO09022739",1,0,,
1214,2009-12-22T13:45:00,"ECO09022739",2,1,,
1215,2009-12-22T14:00:00,"ECO09022739",3,1,,
1216,2009-12-22T14:15:00,"ECO09022739",2,1,,
1217,2009-12-22T14:30:00,"ECO09022739",6,0,,
1218,2009-12-22T14:45:00,"ECO09022739",3,1,,
1219,2009-12-22T15:00:00,"ECO09022739",4,0,,
1220,2009-12-22T15:15:00,"ECO09022739",4,2,,
1221,2009-12-22T15:30:00,"ECO09022739",1,3,,
1222,2009-12-22T15:45:00,"ECO09022739",3,5,,
1223,2009-12-22T16:00:00,"ECO09022739",4,1,,
1224,2009-12-22T16:15:00,"ECO09022739",4,2,,
1225,2009-12-22T16:30:00,"ECO09022739",2,0,,
1226,2009-12-22T16:45:00,"ECO09022739",3,1,,
1227,2009-12-22T17:00:00,"ECO09022739",1,4,,
1228,2009-12-22T17:15:00,"ECO09022739",4,3,,
1229,2009-12-22T17:30:00,"ECO09022739",5,2,,
1230,2009-12-22T17:45:00,"ECO09022739",0,0,,
1231,2009-12-22T18:00:00,"ECO09022739",2,5,,
1232,2009-12-22T18:15:00,"ECO09022739",1,5,,
1233,2009-12-22T18:30:00,"ECO09022739",3,6,,
1234,2009-12-22T18:45:00,"ECO09022739",5,1,,
1235,2009-12-22T19:00:00,"ECO09022739",1,8,,
1236,2009-12-22T19:15:00,"ECO09022739",0,4,,
1237,2009-12-22T19:30:00,"ECO09022739",4,2,,
1238,2009-12-22T19:45:00,"ECO09022739",2,4,,
1239,2009-12-22T20:00:00,"ECO09022739",4,5,,
1240,2009-12-22T20:15:00,"ECO09022739",2,2,,
1241,2009-12-22T20:30:00,"ECO09022739",3,2,,
1242,2009-12-22T20:45:00,"ECO09022739",0,6,,
1243,2009-12-22T21:00:00,"ECO09022739",1,1,,
1244,2009-12-22T21:15:00,"ECO09022739",0,2,,
1245,2009-12-22T21:30:00,"ECO09022739",0,0,,
1246,2009-12-22T21:45:00,"ECO09022739",1,0,,
1247,2009-12-22T22:00:00,"ECO09022739",1,3,,
1248,2009-12-22T22:15:00,"ECO09022739",0,2,,
1249,2009-12-22T22:30:00,"ECO09022739",0,2,,
1250,2009-12-22T22:45:00,"ECO09022739",1,2,,
1251,2009-12-22T23:00:00,"ECO09022739",0,1,,
1252,2009-12-22T23:15:00,"ECO09022739",0,2,,
1253,2009-12-22T23:30:00,"ECO09022739",1,0,,
1254,2009-12-22T23:45:00,"ECO09022739",0,0,,
1255,2009-12-23T00:00:00,"ECO09022739",0,0,,
1256,2009-12-23T00:15:00,"ECO09022739",0,2,,
1257,2009-12-23T00:30:00,"ECO09022739",0,1,,
1258,2009-12-23T00:45:00,"ECO09022739",0,0,,
1259,2009-12-23T01:00:00,"ECO09022739",1,3,,
1260,2009-12-23T01:15:00,"ECO09022739",0,2,,
1261,2009-12-23T01:30:00,"ECO09022739",1,1,,
1262,2009-12-23T01:45:00,"ECO09022739",0,0,,
1263,2009-12-23T02:00:00,"ECO09022739",0,0,,
1264,2009-12-23T02:15:00,"ECO09022739",0,0,,
1265,2009-12-23T02:30:00,"ECO09022739",0,2,,
1266,2009-12-23T02:45:00,"ECO09022739",0,0,,
1267,2009-12-23T03:00:00,"ECO09022739",0,0,,
1268,2009-12-23T03:15:00,"ECO09022739",0,0,,
1269,2009-12-23T03:30:00,"ECO09022739",0,1,,
1270,2009-12-23T03:45:00,"ECO09022739",0,0,,
1271,2009-12-23T04:00:00,"ECO09022739",0,0,,
1272,2009-12-23T04:15:00,"ECO09022739",0,0,,
1273,2009-12-23T04:30:00,"ECO09022739",0,1,,
1274,2009-12-23T04:45:00,"ECO09022739",0,0,,
1275,2009-12-23T05:00:00,"ECO09022739",0,0,,
1276,2009-12-23T05:15:00,"ECO09022739",0,0,,
1277,2009-12-23T05:30:00,"ECO09022739",0,0,,
1278,2009-12-23T05:45:00,"ECO09022739",0,0,,
1279,2009-12-23T06:00:00,"ECO09022739",0,0,,
1280,2009-12-23T06:15:00,"ECO09022739",0,0,,
1281,2009-12-23T06:30:00,"ECO09022739",0,0,,
1282,2009-12-23T06:45:00,"ECO09022739",0,0,,
1283,2009-12-23T07:00:00,"ECO09022739",1,0,,
1284,2009-12-23T07:15:00,"ECO09022739",2,0,,
1285,2009-12-23T07:30:00,"ECO09022739",4,0,,
1286,2009-12-23T07:45:00,"ECO09022739",0,0,,
1287,2009-12-23T08:00:00,"ECO09022739",1,0,,
1288,2009-12-23T08:15:00,"ECO09022739",6,0,,
1289,2009-12-23T08:30:00,"ECO09022739",5,1,,
1290,2009-12-23T08:45:00,"ECO09022739",5,0,,
1291,2009-12-23T09:00:00,"ECO09022739",7,0,,
1292,2009-12-23T09:15:00,"ECO09022739",3,0,,
1293,2009-12-23T09:30:00,"ECO09022739",5,1,,
1294,2009-12-23T09:45:00,"ECO09022739",5,0,,
1295,2009-12-23T10:00:00,"ECO09022739",7,1,,
1296,2009-12-23T10:15:00,"ECO09022739",5,2,,
1297,2009-12-23T10:30:00,"ECO09022739",2,0,,
1298,2009-12-23T10:45:00,"ECO09022739",1,0,,
1299,2009-12-23T11:00:00,"ECO09022739",3,0,,
1300,2009-12-23T11:15:00,"ECO09022739",1,1,,
1301,2009-12-23T11:30:00,"ECO09022739",2,0,,
1302,2009-12-23T11:45:00,"ECO09022739",2,0,,
1303,2009-12-23T12:00:00,"ECO09022739",5,0,,
1304,2009-12-23T12:15:00,"ECO09022739",0,2,,
1305,2009-12-23T12:30:00,"ECO09022739",3,1,,
1306,2009-12-23T12:45:00,"ECO09022739",2,1,,
1307,2009-12-23T13:00:00,"ECO09022739",2,1,,
1308,2009-12-23T13:15:00,"ECO09022739",4,0,,
1309,2009-12-23T13:30:00,"ECO09022739",1,1,,
1310,2009-12-23T13:45:00,"ECO09022739",3,0,,
1311,2009-12-23T14:00:00,"ECO09022739",2,1,,
1312,2009-12-23T14:15:00,"ECO09022739",2,0,,
1313,2009-12-23T14:30:00,"ECO09022739",1,1,,
1314,2009-12-23T14:45:00,"ECO09022739",3,1,,
1315,2009-12-23T15:00:00,"ECO09022739",3,2,,
1316,2009-12-23T15:15:00,"ECO09022739",5,3,,
1317,2009-12-23T15:30:00,"ECO09022739",2,1,,
1318,2009-12-23T15:45:00,"ECO09022739",3,3,,
1319,2009-12-23T16:00:00,"ECO09022739",3,1,,
1320,2009-12-23T16:15:00,"ECO09022739",4,2,,
1321,2009-12-23T16:30:00,"ECO09022739",5,1,,
1322,2009-12-23T16:45:00,"ECO09022739",1,2,,
1323,2009-12-23T17:00:00,"ECO09022739",4,1,,
1324,2009-12-23T17:15:00,"ECO09022739",2,4,,
1325,2009-12-23T17:30:00,"ECO09022739",1,6,,
1326,2009-12-23T17:45:00,"ECO09022739",2,4,,
1327,2009-12-23T18:00:00,"ECO09022739",4,2,,
1328,2009-12-23T18:15:00,"ECO09022739",2,2,,
1329,2009-12-23T18:30:00,"ECO09022739",0,4,,
1330,2009-12-23T18:45:00,"ECO09022739",0,4,,
1331,2009-12-23T19:00:00,"ECO09022739",4,1,,
1332,2009-12-23T19:15:00,"ECO09022739",4,4,,
1333,2009-12-23T19:30:00,"ECO09022739",2,4,,
1334,2009-12-23T19:45:00,"ECO09022739",3,2,,
1335,2009-12-23T20:00:00,"ECO09022739",3,5,,
1336,2009-12-23T20:15:00,"ECO09022739",3,1,,
1337,2009-12-23T20:30:00,"ECO09022739",1,2,,
1338,2009-12-23T20:45:00,"ECO09022739",0,4,,
1339,2009-12-23T21:00:00,"ECO09022739",2,1,,
1340,2009-12-23T21:15:00,"ECO09022739",0,2,,
1341,2009-12-23T21:30:00,"ECO09022739",0,1,,
1342,2009-12-23T21:45:00,"ECO09022739",0,0,,
1343,2009-12-23T22:00:00,"ECO09022739",0,0,,
1344,2009-12-23T22:15:00,"ECO09022739",1,1,,
1345,2009-12-23T22:30:00,"ECO09022739",0,0,,
1346,2009-12-23T22:45:00,"ECO09022739",0,2,,
1347,2009-12-23T23:00:00,"ECO09022739",1,0,,
1348,2009-12-23T23:15:00,"ECO09022739",0,1,,
1349,2009-12-23T23:30:00,"ECO09022739",0,0,,
1350,2009-12-23T23:45:00,"ECO09022739",0,3,,
1351,2009-12-24T00:00:00,"ECO09022739",0,0,,
1352,2009-12-24T00:15:00,"ECO09022739",0,1,,
1353,2009-12-24T00:30:00,"ECO09022739",0,1,,
1354,2009-12-24T00:45:00,"ECO09022739",1,0,,
1355,2009-12-24T01:00:00,"ECO09022739",0,0,,
1356,2009-12-24T01:15:00,"ECO09022739",0,0,,
1357,2009-12-24T01:30:00,"ECO09022739",0,0,,
1358,2009-12-24T01:45:00,"ECO09022739",0,0,,
1359,2009-12-24T02:00:00,"ECO09022739",0,0,,
1360,2009-12-24T02:15:00,"ECO09022739",0,1,,
1361,2009-12-24T02:30:00,"ECO09022739",0,0,,
1362,2009-12-24T02:45:00,"ECO09022739",0,0,,
1363,2009-12-24T03:00:00,"ECO09022739",0,0,,
1364,2009-12-24T03:15:00,"ECO09022739",0,0,,
1365,2009-12-24T03:30:00,"ECO09022739",0,0,,
1366,2009-12-24T03:45:00,"ECO09022739",0,0,,
1367,2009-12-24T04:00:00,"ECO09022739",0,0,,
1368,2009-12-24T04:15:00,"ECO09022739",0,0,,
1369,2009-12-24T04:30:00,"ECO09022739",0,0,,
1370,2009-12-24T04:45:00,"ECO09022739",0,0,,
1371,2009-12-24T05:00:00,"ECO09022739",0,0,,
1372,2009-12-24T05:15:00,"ECO09022739",0,0,,
1373,2009-12-24T05:30:00,"ECO09022739",0,0,,
1374,2009-12-24T05:45:00,"ECO09022739",0,0,,
1375,2009-12-24T06:00:00,"ECO09022739",0,0,,
1376,2009-12-24T06:15:00,"ECO09022739",0,0,,
1377,2009-12-24T06:30:00,"ECO09022739",0,0,,
1378,2009-12-24T06:45:00,"ECO09022739",0,0,,
1379,2009-12-24T07:00:00,"ECO09022739",1,0,,
1380,2009-12-24T07:15:00,"ECO09022739",0,1,,
1381,2009-12-24T07:30:00,"ECO09022739",1,0,,
1382,2009-12-24T07:45:00,"ECO09022739",1,0,,
1383,2009-12-24T08:00:00,"ECO09022739",0,0,,
1384,2009-12-24T08:15:00,"ECO09022739",2,0,,
1385,2009-12-24T08:30:00,"ECO09022739",6,0,,
1386,2009-12-24T08:45:00,"ECO09022739",5,0,,
1387,2009-12-24T09:00:00,"ECO09022739",6,0,,
1388,2009-12-24T09:15:00,"ECO09022739",3,1,,
1389,2009-12-24T09:30:00,"ECO09022739",2,0,,
1390,2009-12-24T09:45:00,"ECO09022739",2,0,,
1391,2009-12-24T10:00:00,"ECO09022739",2,0,,
1392,2009-12-24T10:15:00,"ECO09022739",2,1,,
1393,2009-12-24T10:30:00,"ECO09022739",5,1,,
1394,2009-12-24T10:45:00,"ECO09022739",4,0,,
1395,2009-12-24T11:00:00,"ECO09022739",1,0,,
1396,2009-12-24T11:15:00,"ECO09022739",4,3,,
1397,2009-12-24T11:30:00,"ECO09022739",5,0,,
1398,2009-12-24T11:45:00,"ECO09022739",1,1,,
1399,2009-12-24T12:00:00,"ECO09022739",4,0,,
1400,2009-12-24T12:15:00,"ECO09022739",1,2,,
1401,2009-12-24T12:30:00,"ECO09022739",2,1,,
1402,2009-12-24T12:45:00,"ECO09022739",5,1,,
1403,2009-12-24T13:00:00,"ECO09022739",0,4,,
1404,2009-12-24T13:15:00,"ECO09022739",0,0,,
1405,2009-12-24T13:30:00,"ECO09022739",1,2,,
1406,2009-12-24T13:45:00,"ECO09022739",2,2,,
1407,2009-12-24T14:00:00,"ECO09022739",3,2,,
1408,2009-12-24T14:15:00,"ECO09022739",2,1,,
1409,2009-12-24T14:30:00,"ECO09022739",3,1,,
1410,2009-12-24T14:45:00,"ECO09022739",1,1,,
1411,2009-12-24T15:00:00,"ECO09022739",3,1,,
1412,2009-12-24T15:15:00,"ECO09022739",5,3,,
1413,2009-12-24T15:30:00,"ECO09022739",2,1,,
1414,2009-12-24T15:45:00,"ECO09022739",0,3,,
1415,2009-12-24T16:00:00,"ECO09022739",2,1,,
1416,2009-12-24T16:15:00,"ECO09022739",0,1,,
1417,2009-12-24T16:30:00,"ECO09022739",6,2,,
1418,2009-12-24T16:45:00,"ECO09022739",2,6,,
1419,2009-12-24T17:00:00,"ECO09022739",1,2,,
1420,2009-12-24T17:15:00,"ECO09022739",1,1,,
1421,2009-12-24T17:30:00,"ECO09022739",0,1,,
1422,2009-12-24T17:45:00,"ECO09022739",1,0,,
