"ObjectID","Datum","Standort","Velo_in","Velo_out","Fuss_in","Fuss_out"
476,2009-12-06T23:15:00,"ECO09022739",0,0,,
477,2009-12-06T23:30:00,"ECO09022739",0,0,,
478,2009-12-06T23:45:00,"ECO09022739",1,5,,
479,2009-12-07T00:00:00,"ECO09022739",2,1,,
480,2009-12-07T00:15:00,"ECO09022739",0,0,,
481,2009-12-07T00:30:00,"ECO09022739",0,0,,
482,2009-12-07T00:45:00,"ECO09022739",0,0,,
483,2009-12-07T01:00:00,"ECO09022739",0,0,,
484,2009-12-07T01:15:00,"ECO09022739",0,0,,
485,2009-12-07T01:30:00,"ECO09022739",0,1,,
486,2009-12-07T01:45:00,"ECO09022739",0,0,,
487,2009-12-07T02:00:00,"ECO09022739",0,0,,
488,2009-12-07T02:15:00,"ECO09022739",0,0,,
489,2009-12-07T02:30:00,"ECO09022739",0,0,,
490,2009-12-07T02:45:00,"ECO09022739",0,0,,
491,2009-12-07T03:00:00,"ECO09022739",0,0,,
492,2009-12-07T03:15:00,"ECO09022739",0,0,,
493,2009-12-07T03:30:00,"ECO09022739",0,0,,
494,2009-12-07T03:45:00,"ECO09022739",0,0,,
495,2009-12-07T04:00:00,"ECO09022739",0,0,,
496,2009-12-07T04:15:00,"ECO09022739",0,0,,
497,2009-12-07T04:30:00,"ECO09022739",0,0,,
498,2009-12-07T04:45:00,"ECO09022739",0,0,,
499,2009-12-07T05:00:00,"ECO09022739",0,0,,
500,2009-12-07T05:15:00,"ECO09022739",0,0,,
501,2009-12-07T05:30:00,"ECO09022739",0,0,,
502,2009-12-07T05:45:00,"ECO09022739",0,0,,
503,2009-12-07T06:00:00,"ECO09022739",0,0,,
504,2009-12-07T06:15:00,"ECO09022739",0,0,,
505,2009-12-07T06:30:00,"ECO09022739",3,0,,
506,2009-12-07T06:45:00,"ECO09022739",1,0,,
507,2009-12-07T07:00:00,"ECO09022739",0,0,,
508,2009-12-07T07:15:00,"ECO09022739",4,0,,
509,2009-12-07T07:30:00,"ECO09022739",3,1,,
510,2009-12-07T07:45:00,"ECO09022739",6,0,,
511,2009-12-07T08:00:00,"ECO09022739",4,2,,
512,2009-12-07T08:15:00,"ECO09022739",6,1,,
513,2009-12-07T08:30:00,"ECO09022739",11,0,,
514,2009-12-07T08:45:00,"ECO09022739",12,0,,
515,2009-12-07T09:00:00,"ECO09022739",17,2,,
516,2009-12-07T09:15:00,"ECO09022739",6,0,,
517,2009-12-07T09:30:00,"ECO09022739",12,2,,
518,2009-12-07T09:45:00,"ECO09022739",2,0,,
519,2009-12-07T10:00:00,"ECO09022739",2,0,,
520,2009-12-07T10:15:00,"ECO09022739",6,0,,
521,2009-12-07T10:30:00,"ECO09022739",4,0,,
522,2009-12-07T10:45:00,"ECO09022739",4,1,,
523,2009-12-07T11:00:00,"ECO09022739",1,1,,
524,2009-12-07T11:15:00,"ECO09022739",1,2,,
525,2009-12-07T11:30:00,"ECO09022739",1,0,,
526,2009-12-07T11:45:00,"ECO09022739",2,0,,
527,2009-12-07T12:00:00,"ECO09022739",4,0,,
528,2009-12-07T12:15:00,"ECO09022739",1,1,,
529,2009-12-07T12:30:00,"ECO09022739",0,1,,
530,2009-12-07T12:45:00,"ECO09022739",1,1,,
531,2009-12-07T13:00:00,"ECO09022739",1,1,,
532,2009-12-07T13:15:00,"ECO09022739",0,2,,
533,2009-12-07T13:30:00,"ECO09022739",0,0,,
534,2009-12-07T13:45:00,"ECO09022739",1,0,,
535,2009-12-07T14:00:00,"ECO09022739",1,0,,
536,2009-12-07T14:15:00,"ECO09022739",0,1,,
537,2009-12-07T14:30:00,"ECO09022739",2,1,,
538,2009-12-07T14:45:00,"ECO09022739",2,3,,
539,2009-12-07T15:00:00,"ECO09022739",1,0,,
540,2009-12-07T15:15:00,"ECO09022739",3,0,,
541,2009-12-07T15:30:00,"ECO09022739",2,3,,
542,2009-12-07T15:45:00,"ECO09022739",1,1,,
543,2009-12-07T16:00:00,"ECO09022739",1,2,,
544,2009-12-07T16:15:00,"ECO09022739",0,1,,
545,2009-12-07T16:30:00,"ECO09022739",3,1,,
546,2009-12-07T16:45:00,"ECO09022739",1,1,,
547,2009-12-07T17:00:00,"ECO09022739",1,1,,
548,2009-12-07T17:15:00,"ECO09022739",3,0,,
549,2009-12-07T17:30:00,"ECO09022739",1,1,,
550,2009-12-07T17:45:00,"ECO09022739",3,1,,
551,2009-12-07T18:00:00,"ECO09022739",1,5,,
552,2009-12-07T18:15:00,"ECO09022739",1,3,,
553,2009-12-07T18:30:00,"ECO09022739",1,5,,
554,2009-12-07T18:45:00,"ECO09022739",5,8,,
555,2009-12-07T19:00:00,"ECO09022739",6,7,,
556,2009-12-07T19:15:00,"ECO09022739",1,4,,
557,2009-12-07T19:30:00,"ECO09022739",1,3,,
558,2009-12-07T19:45:00,"ECO09022739",2,6,,
559,2009-12-07T20:00:00,"ECO09022739",3,0,,
560,2009-12-07T20:15:00,"ECO09022739",3,4,,
561,2009-12-07T20:30:00,"ECO09022739",2,1,,
562,2009-12-07T20:45:00,"ECO09022739",1,2,,
563,2009-12-07T21:00:00,"ECO09022739",0,2,,
564,2009-12-07T21:15:00,"ECO09022739",1,4,,
565,2009-12-07T21:30:00,"ECO09022739",1,0,,
566,2009-12-07T21:45:00,"ECO09022739",0,2,,
567,2009-12-07T22:00:00,"ECO09022739",1,2,,
568,2009-12-07T22:15:00,"ECO09022739",1,4,,
569,2009-12-07T22:30:00,"ECO09022739",0,2,,
570,2009-12-07T22:45:00,"ECO09022739",2,1,,
571,2009-12-07T23:00:00,"ECO09022739",0,1,,
572,2009-12-05T23:30:00,"ECO09022739",0,0,,
573,2009-12-05T23:45:00,"ECO09022739",0,0,,
574,2009-12-07T23:15:00,"ECO09022739",0,2,,
575,2009-12-09T22:45:00,"ECO09022739",0,1,,
576,2009-12-09T23:00:00,"ECO09022739",1,3,,
577,2009-12-09T23:15:00,"ECO09022739",0,3,,
578,2009-12-09T23:30:00,"ECO09022739",0,0,,
579,2009-12-09T23:45:00,"ECO09022739",1,0,,
580,2009-12-10T00:00:00,"ECO09022739",1,1,,
581,2009-12-10T00:15:00,"ECO09022739",0,0,,
582,2009-12-10T00:30:00,"ECO09022739",0,5,,
583,2009-12-10T00:45:00,"ECO09022739",0,0,,
584,2009-12-10T01:00:00,"ECO09022739",1,1,,
585,2009-12-10T01:15:00,"ECO09022739",0,4,,
586,2009-12-10T01:30:00,"ECO09022739",0,1,,
587,2009-12-10T01:45:00,"ECO09022739",0,2,,
588,2009-12-10T02:00:00,"ECO09022739",0,0,,
589,2009-12-10T02:15:00,"ECO09022739",0,1,,
590,2009-12-10T02:30:00,"ECO09022739",0,0,,
591,2009-12-10T02:45:00,"ECO09022739",0,0,,
592,2009-12-10T03:00:00,"ECO09022739",0,0,,
593,2009-12-10T03:15:00,"ECO09022739",0,0,,
594,2009-12-10T03:30:00,"ECO09022739",0,0,,
595,2009-12-10T03:45:00,"ECO09022739",0,0,,
596,2009-12-10T04:00:00,"ECO09022739",0,0,,
597,2009-12-10T04:15:00,"ECO09022739",0,0,,
598,2009-12-10T04:30:00,"ECO09022739",0,0,,
599,2009-12-10T04:45:00,"ECO09022739",0,0,,
600,2009-12-10T05:00:00,"ECO09022739",0,0,,
601,2009-12-10T05:15:00,"ECO09022739",0,0,,
602,2009-12-10T05:30:00,"ECO09022739",0,0,,
603,2009-12-10T05:45:00,"ECO09022739",0,0,,
604,2009-12-10T06:00:00,"ECO09022739",0,0,,
605,2009-12-10T06:15:00,"ECO09022739",1,0,,
606,2009-12-10T06:30:00,"ECO09022739",0,0,,
607,2009-12-10T06:45:00,"ECO09022739",2,0,,
608,2009-12-10T07:00:00,"ECO09022739",4,0,,
609,2009-12-10T07:15:00,"ECO09022739",5,0,,
610,2009-12-10T07:30:00,"ECO09022739",6,0,,
611,2009-12-10T07:45:00,"ECO09022739",5,0,,
612,2009-12-10T08:00:00,"ECO09022739",10,3,,
613,2009-12-10T08:15:00,"ECO09022739",9,2,,
614,2009-12-10T08:30:00,"ECO09022739",25,2,,
615,2009-12-10T08:45:00,"ECO09022739",15,2,,
616,2009-12-10T09:00:00,"ECO09022739",16,0,,
617,2009-12-10T09:15:00,"ECO09022739",22,1,,
618,2009-12-10T09:30:00,"ECO09022739",8,1,,
619,2009-12-10T09:45:00,"ECO09022739",6,2,,
620,2009-12-10T10:00:00,"ECO09022739",6,2,,
621,2009-12-10T10:15:00,"ECO09022739",2,2,,
622,2009-12-10T10:30:00,"ECO09022739",6,2,,
623,2009-12-10T10:45:00,"ECO09022739",2,2,,
624,2009-12-10T11:00:00,"ECO09022739",3,1,,
625,2009-12-10T11:15:00,"ECO09022739",2,0,,
626,2009-12-10T11:30:00,"ECO09022739",3,2,,
627,2009-12-10T11:45:00,"ECO09022739",3,3,,
628,2009-12-10T12:00:00,"ECO09022739",0,4,,
629,2009-12-10T12:15:00,"ECO09022739",6,0,,
630,2009-12-10T12:30:00,"ECO09022739",2,2,,
631,2009-12-10T12:45:00,"ECO09022739",0,0,,
632,2009-12-10T13:00:00,"ECO09022739",1,2,,
633,2009-12-10T13:15:00,"ECO09022739",0,2,,
634,2009-12-10T13:30:00,"ECO09022739",0,2,,
635,2009-12-10T13:45:00,"ECO09022739",7,1,,
636,2009-12-10T14:00:00,"ECO09022739",0,0,,
637,2009-12-10T14:15:00,"ECO09022739",3,1,,
638,2009-12-10T14:30:00,"ECO09022739",4,2,,
639,2009-12-10T14:45:00,"ECO09022739",4,1,,
640,2009-12-10T15:00:00,"ECO09022739",4,2,,
641,2009-12-10T15:15:00,"ECO09022739",0,0,,
642,2009-12-10T15:30:00,"ECO09022739",2,0,,
643,2009-12-10T15:45:00,"ECO09022739",3,3,,
644,2009-12-10T16:00:00,"ECO09022739",3,2,,
645,2009-12-10T16:15:00,"ECO09022739",2,1,,
646,2009-12-10T16:30:00,"ECO09022739",3,0,,
647,2009-12-10T16:45:00,"ECO09022739",2,5,,
648,2009-12-10T17:00:00,"ECO09022739",1,2,,
649,2009-12-10T17:15:00,"ECO09022739",7,4,,
650,2009-12-10T17:30:00,"ECO09022739",3,3,,
651,2009-12-10T17:45:00,"ECO09022739",2,5,,
652,2009-12-10T18:00:00,"ECO09022739",6,3,,
653,2009-12-10T18:15:00,"ECO09022739",2,5,,
654,2009-12-10T18:30:00,"ECO09022739",3,7,,
655,2009-12-10T18:45:00,"ECO09022739",4,9,,
656,2009-12-10T19:00:00,"ECO09022739",4,2,,
657,2009-12-10T19:15:00,"ECO09022739",4,11,,
658,2009-12-10T19:30:00,"ECO09022739",5,3,,
659,2009-12-10T19:45:00,"ECO09022739",2,6,,
660,2009-12-10T20:00:00,"ECO09022739",4,8,,
661,2009-12-10T20:15:00,"ECO09022739",3,5,,
662,2009-12-10T20:30:00,"ECO09022739",2,4,,
663,2009-12-10T20:45:00,"ECO09022739",1,4,,
664,2009-12-10T21:00:00,"ECO09022739",1,4,,
665,2009-12-10T21:15:00,"ECO09022739",1,12,,
666,2009-12-10T21:30:00,"ECO09022739",1,2,,
667,2009-12-10T21:45:00,"ECO09022739",2,1,,
668,2009-12-10T22:00:00,"ECO09022739",2,3,,
669,2009-12-10T22:15:00,"ECO09022739",0,2,,
670,2009-12-10T22:30:00,"ECO09022739",1,2,,
671,2009-12-10T22:45:00,"ECO09022739",0,5,,
672,2009-12-10T23:00:00,"ECO09022739",2,2,,
673,2009-12-10T23:15:00,"ECO09022739",1,2,,
674,2009-12-10T23:30:00,"ECO09022739",1,2,,
675,2009-12-10T23:45:00,"ECO09022739",1,1,,
676,2009-12-11T00:00:00,"ECO09022739",0,3,,
677,2009-12-11T00:15:00,"ECO09022739",0,1,,
678,2009-12-11T00:30:00,"ECO09022739",0,3,,
679,2009-12-11T00:45:00,"ECO09022739",2,0,,
680,2009-12-11T01:00:00,"ECO09022739",0,1,,
681,2009-12-11T01:15:00,"ECO09022739",0,1,,
682,2009-12-11T01:30:00,"ECO09022739",0,2,,
683,2009-12-11T01:45:00,"ECO09022739",0,2,,
684,2009-12-11T02:00:00,"ECO09022739",0,2,,
685,2009-12-11T02:15:00,"ECO09022739",0,1,,
686,2009-12-11T02:30:00,"ECO09022739",0,0,,
687,2009-12-11T02:45:00,"ECO09022739",0,0,,
688,2009-12-11T03:00:00,"ECO09022739",0,1,,
689,2009-12-11T03:15:00,"ECO09022739",0,0,,
690,2009-12-11T03:30:00,"ECO09022739",0,1,,
691,2009-12-11T03:45:00,"ECO09022739",0,0,,
692,2009-12-11T04:00:00,"ECO09022739",0,0,,
693,2009-12-11T04:15:00,"ECO09022739",0,0,,
694,2009-12-11T04:30:00,"ECO09022739",0,0,,
695,2009-12-11T04:45:00,"ECO09022739",0,0,,
696,2009-12-11T05:00:00,"ECO09022739",0,0,,
697,2009-12-11T05:15:00,"ECO09022739",0,0,,
698,2009-12-11T05:30:00,"ECO09022739",0,0,,
699,2009-12-11T05:45:00,"ECO09022739",1,0,,
700,2009-12-11T06:00:00,"ECO09022739",0,0,,
701,2009-12-11T06:15:00,"ECO09022739",0,0,,
702,2009-12-11T06:30:00,"ECO09022739",0,0,,
703,2009-12-11T06:45:00,"ECO09022739",1,0,,
704,2009-12-11T07:00:00,"ECO09022739",3,1,,
705,2009-12-11T07:15:00,"ECO09022739",4,0,,
706,2009-12-11T07:30:00,"ECO09022739",7,1,,
707,2009-12-11T07:45:00,"ECO09022739",3,0,,
708,2009-12-11T08:00:00,"ECO09022739",6,3,,
709,2009-12-11T08:15:00,"ECO09022739",7,0,,
710,2009-12-11T08:30:00,"ECO09022739",17,2,,
711,2009-12-11T08:45:00,"ECO09022739",15,1,,
712,2009-12-11T09:00:00,"ECO09022739",17,1,,
713,2009-12-11T09:15:00,"ECO09022739",11,2,,
714,2009-12-11T09:30:00,"ECO09022739",15,3,,
715,2009-12-11T09:45:00,"ECO09022739",3,2,,
716,2009-12-11T10:00:00,"ECO09022739",10,1,,
717,2009-12-11T10:15:00,"ECO09022739",5,0,,
718,2009-12-11T10:30:00,"ECO09022739",4,3,,
719,2009-12-11T10:45:00,"ECO09022739",4,3,,
720,2009-12-11T11:00:00,"ECO09022739",5,3,,
721,2009-12-11T11:15:00,"ECO09022739",2,1,,
722,2009-12-11T11:30:00,"ECO09022739",4,1,,
723,2009-12-11T11:45:00,"ECO09022739",5,0,,
724,2009-12-11T12:00:00,"ECO09022739",0,1,,
725,2009-12-11T12:15:00,"ECO09022739",4,0,,
726,2009-12-11T12:30:00,"ECO09022739",2,3,,
727,2009-12-11T12:45:00,"ECO09022739",3,2,,
728,2009-12-11T13:00:00,"ECO09022739",4,3,,
729,2009-12-11T13:15:00,"ECO09022739",2,0,,
730,2009-12-11T13:30:00,"ECO09022739",4,2,,
731,2009-12-11T13:45:00,"ECO09022739",1,4,,
732,2009-12-11T14:00:00,"ECO09022739",2,1,,
733,2009-12-11T14:15:00,"ECO09022739",1,1,,
734,2009-12-11T14:30:00,"ECO09022739",2,2,,
735,2009-12-11T14:45:00,"ECO09022739",3,1,,
736,2009-12-11T15:00:00,"ECO09022739",2,2,,
737,2009-12-11T15:15:00,"ECO09022739",1,0,,
738,2009-12-11T15:30:00,"ECO09022739",1,3,,
739,2009-12-11T15:45:00,"ECO09022739",3,1,,
740,2009-12-11T16:00:00,"ECO09022739",0,5,,
741,2009-12-11T16:15:00,"ECO09022739",2,1,,
742,2009-12-11T16:30:00,"ECO09022739",2,0,,
743,2009-12-11T16:45:00,"ECO09022739",1,3,,
744,2009-12-11T17:00:00,"ECO09022739",6,0,,
745,2009-12-11T17:15:00,"ECO09022739",0,3,,
746,2009-12-11T17:30:00,"ECO09022739",2,1,,
747,2009-12-11T17:45:00,"ECO09022739",1,3,,
748,2009-12-11T18:00:00,"ECO09022739",4,3,,
749,2009-12-11T18:15:00,"ECO09022739",1,6,,
750,2009-12-11T18:30:00,"ECO09022739",2,3,,
751,2009-12-11T18:45:00,"ECO09022739",2,4,,
752,2009-12-11T19:00:00,"ECO09022739",4,2,,
753,2009-12-11T19:15:00,"ECO09022739",2,7,,
754,2009-12-11T19:30:00,"ECO09022739",1,3,,
755,2009-12-11T19:45:00,"ECO09022739",1,2,,
756,2009-12-11T20:00:00,"ECO09022739",2,4,,
757,2009-12-11T20:15:00,"ECO09022739",0,2,,
758,2009-12-11T20:30:00,"ECO09022739",0,2,,
759,2009-12-11T20:45:00,"ECO09022739",1,2,,
760,2009-12-11T21:00:00,"ECO09022739",0,1,,
761,2009-12-07T23:30:00,"ECO09022739",2,2,,
762,2009-12-07T23:45:00,"ECO09022739",1,0,,
763,2009-12-08T00:00:00,"ECO09022739",0,0,,
764,2009-12-08T00:15:00,"ECO09022739",0,1,,
765,2009-12-08T00:30:00,"ECO09022739",0,0,,
766,2009-12-08T00:45:00,"ECO09022739",0,2,,
767,2009-12-08T01:00:00,"ECO09022739",0,1,,
768,2009-12-08T01:15:00,"ECO09022739",0,1,,
769,2009-12-08T01:30:00,"ECO09022739",0,1,,
770,2009-12-08T01:45:00,"ECO09022739",0,0,,
771,2009-12-08T02:00:00,"ECO09022739",0,0,,
772,2009-12-08T02:15:00,"ECO09022739",1,1,,
773,2009-12-08T02:30:00,"ECO09022739",0,0,,
774,2009-12-08T02:45:00,"ECO09022739",0,0,,
775,2009-12-08T03:00:00,"ECO09022739",0,0,,
776,2009-12-08T03:15:00,"ECO09022739",0,0,,
777,2009-12-08T03:30:00,"ECO09022739",0,0,,
778,2009-12-08T03:45:00,"ECO09022739",0,0,,
779,2009-12-08T04:00:00,"ECO09022739",0,0,,
780,2009-12-08T04:15:00,"ECO09022739",0,0,,
781,2009-12-08T04:30:00,"ECO09022739",0,0,,
782,2009-12-08T04:45:00,"ECO09022739",0,0,,
783,2009-12-08T05:00:00,"ECO09022739",0,0,,
784,2009-12-08T05:15:00,"ECO09022739",0,0,,
785,2009-12-08T05:30:00,"ECO09022739",0,0,,
786,2009-12-08T05:45:00,"ECO09022739",0,0,,
787,2009-12-08T06:00:00,"ECO09022739",0,0,,
788,2009-12-08T06:15:00,"ECO09022739",0,0,,
789,2009-12-08T06:30:00,"ECO09022739",1,0,,
790,2009-12-08T06:45:00,"ECO09022739",1,0,,
791,2009-12-08T07:00:00,"ECO09022739",2,1,,
792,2009-12-08T07:15:00,"ECO09022739",4,0,,
793,2009-12-08T07:30:00,"ECO09022739",3,0,,
794,2009-12-08T07:45:00,"ECO09022739",3,0,,
795,2009-12-08T08:00:00,"ECO09022739",7,2,,
796,2009-12-08T08:15:00,"ECO09022739",8,0,,
797,2009-12-08T08:30:00,"ECO09022739",9,2,,
798,2009-12-08T08:45:00,"ECO09022739",8,0,,
799,2009-12-08T09:00:00,"ECO09022739",9,1,,
800,2009-12-08T09:15:00,"ECO09022739",8,0,,
801,2009-12-08T09:30:00,"ECO09022739",4,1,,
802,2009-12-08T09:45:00,"ECO09022739",8,0,,
803,2009-12-08T10:00:00,"ECO09022739",7,1,,
804,2009-12-08T10:15:00,"ECO09022739",3,1,,
805,2009-12-08T10:30:00,"ECO09022739",3,1,,
806,2009-12-08T10:45:00,"ECO09022739",4,1,,
807,2009-12-08T11:00:00,"ECO09022739",5,2,,
808,2009-12-08T11:15:00,"ECO09022739",2,0,,
809,2009-12-08T11:30:00,"ECO09022739",3,1,,
810,2009-12-08T11:45:00,"ECO09022739",2,1,,
811,2009-12-08T12:00:00,"ECO09022739",2,0,,
812,2009-12-08T12:15:00,"ECO09022739",1,1,,
813,2009-12-08T12:30:00,"ECO09022739",1,1,,
814,2009-12-08T12:45:00,"ECO09022739",6,1,,
815,2009-12-08T13:00:00,"ECO09022739",6,1,,
816,2009-12-08T13:15:00,"ECO09022739",6,0,,
817,2009-12-08T13:30:00,"ECO09022739",5,2,,
818,2009-12-08T13:45:00,"ECO09022739",5,1,,
819,2009-12-08T14:00:00,"ECO09022739",2,1,,
820,2009-12-08T14:15:00,"ECO09022739",5,1,,
821,2009-12-08T14:30:00,"ECO09022739",3,3,,
822,2009-12-08T14:45:00,"ECO09022739",4,0,,
823,2009-12-08T15:00:00,"ECO09022739",3,0,,
824,2009-12-08T15:15:00,"ECO09022739",4,1,,
825,2009-12-08T15:30:00,"ECO09022739",3,1,,
826,2009-12-08T15:45:00,"ECO09022739",3,3,,
827,2009-12-08T16:00:00,"ECO09022739",4,4,,
828,2009-12-08T16:15:00,"ECO09022739",5,1,,
829,2009-12-08T16:30:00,"ECO09022739",0,2,,
830,2009-12-08T16:45:00,"ECO09022739",2,3,,
831,2009-12-08T17:00:00,"ECO09022739",6,0,,
832,2009-12-08T17:15:00,"ECO09022739",2,2,,
833,2009-12-08T17:30:00,"ECO09022739",2,8,,
834,2009-12-08T17:45:00,"ECO09022739",4,3,,
835,2009-12-08T18:00:00,"ECO09022739",6,5,,
836,2009-12-08T18:15:00,"ECO09022739",2,6,,
837,2009-12-08T18:30:00,"ECO09022739",5,3,,
838,2009-12-08T18:45:00,"ECO09022739",2,7,,
839,2009-12-08T19:00:00,"ECO09022739",4,10,,
840,2009-12-08T19:15:00,"ECO09022739",2,3,,
841,2009-12-08T19:30:00,"ECO09022739",5,6,,
842,2009-12-08T19:45:00,"ECO09022739",5,4,,
843,2009-12-08T20:00:00,"ECO09022739",4,7,,
844,2009-12-08T20:15:00,"ECO09022739",8,4,,
845,2009-12-08T20:30:00,"ECO09022739",3,0,,
846,2009-12-08T20:45:00,"ECO09022739",0,3,,
847,2009-12-08T21:00:00,"ECO09022739",0,2,,
848,2009-12-08T21:15:00,"ECO09022739",1,4,,
849,2009-12-08T21:30:00,"ECO09022739",1,2,,
850,2009-12-08T21:45:00,"ECO09022739",1,1,,
851,2009-12-08T22:00:00,"ECO09022739",0,4,,
852,2009-12-08T22:15:00,"ECO09022739",2,1,,
853,2009-12-08T22:30:00,"ECO09022739",1,6,,
854,2009-12-08T22:45:00,"ECO09022739",0,1,,
855,2009-12-08T23:00:00,"ECO09022739",1,4,,
856,2009-12-08T23:15:00,"ECO09022739",3,1,,
857,2009-12-08T23:30:00,"ECO09022739",1,4,,
858,2009-12-08T23:45:00,"ECO09022739",0,2,,
859,2009-12-09T00:00:00,"ECO09022739",0,1,,
860,2009-12-09T00:15:00,"ECO09022739",0,4,,
861,2009-12-09T00:30:00,"ECO09022739",0,0,,
862,2009-12-09T00:45:00,"ECO09022739",0,1,,
863,2009-12-09T01:00:00,"ECO09022739",1,0,,
864,2009-12-09T01:15:00,"ECO09022739",0,2,,
865,2009-12-09T01:30:00,"ECO09022739",0,1,,
866,2009-12-09T01:45:00,"ECO09022739",0,0,,
867,2009-12-09T02:00:00,"ECO09022739",0,2,,
868,2009-12-09T02:15:00,"ECO09022739",0,0,,
869,2009-12-09T02:30:00,"ECO09022739",0,0,,
870,2009-12-09T02:45:00,"ECO09022739",0,0,,
871,2009-12-09T03:00:00,"ECO09022739",0,0,,
872,2009-12-09T03:15:00,"ECO09022739",0,0,,
873,2009-12-09T03:30:00,"ECO09022739",0,0,,
874,2009-12-09T03:45:00,"ECO09022739",0,0,,
875,2009-12-09T04:00:00,"ECO09022739",0,0,,
876,2009-12-09T04:15:00,"ECO09022739",0,0,,
877,2009-12-09T04:30:00,"ECO09022739",0,0,,
878,2009-12-09T04:45:00,"ECO09022739",0,0,,
879,2009-12-09T05:00:00,"ECO09022739",0,0,,
880,2009-12-09T05:15:00,"ECO09022739",0,0,,
881,2009-12-09T05:30:00,"ECO09022739",0,0,,
882,2009-12-09T05:45:00,"ECO09022739",0,1,,
883,2009-12-09T06:00:00,"ECO09022739",0,0,,
884,2009-12-09T06:15:00,"ECO09022739",1,0,,
885,2009-12-09T06:30:00,"ECO09022739",1,0,,
886,2009-12-09T06:45:00,"ECO09022739",0,0,,
887,2009-12-09T07:00:00,"ECO09022739",4,0,,
888,2009-12-09T07:15:00,"ECO09022739",5,0,,
889,2009-12-09T07:30:00,"ECO09022739",8,1,,
890,2009-12-09T07:45:00,"ECO09022739",7,0,,
891,2009-12-09T08:00:00,"ECO09022739",12,3,,
892,2009-12-09T08:15:00,"ECO09022739",16,1,,
893,2009-12-09T08:30:00,"ECO09022739",19,2,,
894,2009-12-09T08:45:00,"ECO09022739",26,0,,
895,2009-12-09T09:00:00,"ECO09022739",18,4,,
896,2009-12-09T09:15:00,"ECO09022739",7,0,,
897,2009-12-09T09:30:00,"ECO09022739",13,2,,
898,2009-12-09T09:45:00,"ECO09022739",6,3,,
899,2009-12-09T10:00:00,"ECO09022739",7,0,,
900,2009-12-09T10:15:00,"ECO09022739",13,2,,
901,2009-12-09T10:30:00,"ECO09022739",6,0,,
902,2009-12-09T10:45:00,"ECO09022739",8,0,,
903,2009-12-09T11:00:00,"ECO09022739",6,3,,
904,2009-12-09T11:15:00,"ECO09022739",4,2,,
905,2009-12-09T11:30:00,"ECO09022739",4,2,,
906,2009-12-09T11:45:00,"ECO09022739",3,2,,
907,2009-12-09T12:00:00,"ECO09022739",3,2,,
908,2009-12-09T12:15:00,"ECO09022739",3,1,,
909,2009-12-09T12:30:00,"ECO09022739",1,0,,
910,2009-12-09T12:45:00,"ECO09022739",8,4,,
911,2009-12-09T13:00:00,"ECO09022739",7,2,,
912,2009-12-09T13:15:00,"ECO09022739",4,1,,
913,2009-12-09T13:30:00,"ECO09022739",4,6,,
914,2009-12-09T13:45:00,"ECO09022739",7,1,,
915,2009-12-09T14:00:00,"ECO09022739",4,1,,
916,2009-12-09T14:15:00,"ECO09022739",1,6,,
917,2009-12-09T14:30:00,"ECO09022739",4,0,,
918,2009-12-09T14:45:00,"ECO09022739",10,2,,
919,2009-12-09T15:00:00,"ECO09022739",7,1,,
920,2009-12-09T15:15:00,"ECO09022739",4,2,,
921,2009-12-09T15:30:00,"ECO09022739",1,3,,
922,2009-12-09T15:45:00,"ECO09022739",1,2,,
923,2009-12-09T16:00:00,"ECO09022739",4,2,,
924,2009-12-09T16:15:00,"ECO09022739",2,2,,
925,2009-12-09T16:30:00,"ECO09022739",3,4,,
926,2009-12-09T16:45:00,"ECO09022739",5,4,,
927,2009-12-09T17:00:00,"ECO09022739",4,1,,
928,2009-12-09T17:15:00,"ECO09022739",3,2,,
929,2009-12-09T17:30:00,"ECO09022739",6,7,,
930,2009-12-09T17:45:00,"ECO09022739",1,1,,
931,2009-12-09T18:00:00,"ECO09022739",7,4,,
932,2009-12-09T18:15:00,"ECO09022739",3,8,,
933,2009-12-09T18:30:00,"ECO09022739",4,6,,
934,2009-12-09T18:45:00,"ECO09022739",3,12,,
935,2009-12-09T19:00:00,"ECO09022739",4,5,,
936,2009-12-09T19:15:00,"ECO09022739",7,6,,
937,2009-12-09T19:30:00,"ECO09022739",7,5,,
938,2009-12-09T19:45:00,"ECO09022739",1,8,,
939,2009-12-09T20:00:00,"ECO09022739",4,8,,
940,2009-12-09T20:15:00,"ECO09022739",1,8,,
941,2009-12-09T20:30:00,"ECO09022739",5,3,,
942,2009-12-09T20:45:00,"ECO09022739",3,7,,
943,2009-12-09T21:00:00,"ECO09022739",1,5,,
944,2009-12-09T21:15:00,"ECO09022739",0,6,,
945,2009-12-09T21:30:00,"ECO09022739",0,3,,
946,2009-12-09T21:45:00,"ECO09022739",2,4,,
947,2009-12-09T22:00:00,"ECO09022739",0,2,,
948,2009-12-09T22:15:00,"ECO09022739",0,2,,
949,2009-12-09T22:30:00,"ECO09022739",1,2,,
950,2009-12-17T19:45:00,"ECO09022739",1,4,,
951,2009-12-17T20:00:00,"ECO09022739",5,4,,
952,2009-12-17T20:15:00,"ECO09022739",3,2,,
953,2009-12-17T20:30:00,"ECO09022739",1,4,,
954,2009-12-17T20:45:00,"ECO09022739",3,3,,
955,2009-12-17T21:00:00,"ECO09022739",2,3,,
956,2009-12-17T21:15:00,"ECO09022739",1,1,,
