VOLUMEN,ANZAHL_GEBAEUDE,BAUJAHR,QUALITAET,SHAPE.AREA,SHAPE.LEN
22881,7,1960,0.94165465,10000,400.00000001
37627,16,1920,0.41063598,10000,400.00000001
49860,14,1960,1,9999.9500005,399.99900001500004
39595,9,1960,0.3500442,9999.9500005,399.99900001500004
52786,16,1920,0.55130148,10000,400.00000001
90747,20,1920,0.50566961,10000.100001,400.00200002
18506,15,1960,1,10000,400.00000001
13933,10,1960,0.47376732,9999.95,399.999000005
72950,15,1960,0.5693625800000001,9999.95,399.999000025
22115,3,2001,0.50508704,9999.9500005,399.99900001500004
40235,4,1960,0.72809743,10000.100001,400.00200002
80561,20,1960,0.80670548,10000.0500005,400.001000015
18568,6,1960,0.52633563,9999.9500005,399.99900001500004
33076,16,2000,0.43103761,10000,400.00000001
6757,4,1960,1,9999.9500005,399.99900001500004
13115,6,1920,0.61418223,10000,400.00000001
9290,3,2000,0.9504843900000001,10000.000001,400.00000002
86278,18,1920,0.9710239,9999.9500015,399.999000035
100520,15,1980,0.54377238,10000.0500005,400.001000015
59737,10,1990,0.63561947,9999.95,399.99900001500004
12187,11,1960,1,10000,400.00000001
17257,17,1960,0.8021672400000001,10000,400.00000001
36366,8,1960,0.33905296,9999.9500005,399.99900001500004
23520,4,1980,0.56760204,9999.9500005,399.99900001500004
152570,8,2000,0.6383954900000001,10000,400.00000002
8435,3,1920,1,10000,400.00000001
25905,8,1960,0.75583864,10000.0500005,400.001000015
43148,5,1980,0.80420877,10000,400.00000001
9960,6,1960,1,9999.900001,399.99800002
16839,12,1980,0.6790783300000001,10000.050000000001,400.001000005
36716,10,1920,0.51329121,10000,400.00000001
31650,7,1920,0.51011058,9999.9500005,399.99900001500004
58350,10,1920,0.49031705000000003,9999.9500005,399.99900001500004
116847,6,1980,0.46946862,10000.050000000001,400.001000015
19870,6,1960,1,10000.000001,400.00000002
16785,7,2001,0.67917784,10000,400.00000001
7357,3,1960,1,9999.850001,399.997000015
73605,24,1920,0.81922424,10000,400.00000001
32946,11,1920,1,10000.0500005,400.001000015
47349,9,1960,1,9999.9500005,399.99900001500004
100813,12,1920,0.56196125,10000.0500005,400.001000015
124506,9,1920,0.82065121,10000.0500005,400.001000015
41179,7,1920,0.5111586,9999.95,399.99900001500004
21812,5,1960,1,10000,400.00000001
46970,3,1980,0.89908452,9999.9500005,399.99900001500004
47353,6,2001,0.92167339,9999.95,399.999000005
13585,3,1960,1,10000.15,400.003000005
18056,4,1960,1,9999.95,399.999000005
75164,7,1920,0.7097014500000001,10000.0500005,400.001000015
22569,29,1920,0.87921485,9999.9500005,399.99900001500004
17202,4,1960,1,10000,400.00000001
12995,4,1960,1,10000,400.00000001
9044,7,1960,1,9999.95,399.99900001500004
26833,7,1960,1,9999.9000005,399.99800001
40350,7,1920,0.70384139,10000.1,400.002
103400,3,1960,0.57108317,10000.1,400.002
40553,5,1990,0.50131926,10000,400.00000001
73277,23,1920,0.79129877,10000.0500005,400.001000015
48264,9,1980,0.79023703,9999.9500005,399.99900001500004
26476,5,1960,0.82595558,10000,400.00000001
15734,10,1960,0.94756578,10000.0500005,400.001000015
39173,11,2001,0.70226942,10000.000001,400.00000002
152985,4,1980,0.87799457,10000.1,400.002
119823,12,1920,0.42980062,10000.1,400.002
47724,7,1980,0.78472048,10000.0500005,400.001000015
65145,16,1920,0.70082124,9999.95,399.99900001500004
38158,9,1920,0.52589234,10000.000001,400.00000002
29580,20,1920,0.6923597,10000.000001,400.00000002
57916,12,1960,0.71655501,10000,400.00000001
29325,11,1960,1,10000,400.00000001
10788,6,1960,0.65860215,10000,400.00000001
18298,7,1980,0.59744234,9999.9500005,399.99900001500004
14120,7,1990,0.4779745,10000.100001,400.00200002
22266,11,1960,0.42356059,10000.000001,400.00000002
25338,6,2001,0.5002368,10000.000001,400.00000002
26192,8,1960,1,10000.0500005,400.001000015
24206,6,1960,1,10000,400.00000001
25692,8,1960,0.8134828000000001,10000.0500005,400.001000015
32111,14,1960,1,9999.9500005,399.99900001500004
6567,5,1920,0.81239531,9999.9500005,399.99900001500004
73497,3,1980,0.38344422,10000.0500015,400.001000035
46883,7,2001,0.8984066700000001,9999.900001,399.99800002
26760,5,2001,0.47272048,10000.100001,400.00200002
96000,3,1920,1,9999.95,399.99900001500004
21774,16,1960,1,10000,400.00000001
7726,11,1960,0.8977478600000001,10000,400.00000001
148317,4,2001,0.9298327200000001,10000.0500015,400.001000035
19671,5,1960,1,10000.0500015,400.001000035
99826,34,1920,0.8912107100000001,10000.1,400.002
52554,15,1920,1,9999.95,399.99900001500004
60915,18,1920,0.8868751500000001,10000,400.00000001
45064,10,1960,0.40309338,10000.0500005,400.001000015
24011,25,1960,0.97688559,10000,400.00000001
54444,8,1980,0.34591507,10000.0500005,400.001000015
49703,12,1920,0.56469428,9999.9500005,399.99900001500004
18130,4,1960,1,9999.9500005,399.99900001500004
37237,13,1920,0.69675323,9999.95,399.999000005
54024,17,1920,0.44776396,10000,400.00000001
12929,5,1920,0.85644675,10000.000001,400.00000002
55272,6,1920,0.42535099,9999.9500005,399.99900001500004
5802,3,2001,0.48173044000000004,9999.900001,399.99800003
7355,4,1990,0.4335826,9999.900001,399.99800003
8611,3,1960,1,9999.9500005,399.99900001500004
63002,16,1920,0.57283896,10000.1,400.002
38674,12,1920,0.37226560000000003,10000.0500005,400.001000015
50582,7,1920,0.75979597,9999.95,399.99900001500004
23957,10,1920,0.89264098,9999.9500005,399.99900001500004
41418,11,1980,0.68726158,10000.150001,400.003000015
55713,3,1980,0.36011344,10000.1,400.002
16480,3,1920,1,10000.050000000001,400.001000005
42598,12,1920,0.60871402,10000.1,400.002
56849,19,1920,0.74333761,10000.1,400.002
26124,11,1960,1,10000.000001,400.00000002
11023,4,1960,1,9999.9500005,399.99900001500004
27557,16,1960,0.53169794,9999.900001,399.99800003
39343,6,1980,0.85062146,9999.9500015,399.999000035
15552,3,1920,0.50810185,10000.050000000001,400.001000005
48167,6,1920,1,10000.1,400.002
285598,5,1920,0.76253335,10000.1,400.002
43729,14,1920,0.43893069,10000.0500005,400.001000015
24813,12,1960,0.40015315,9999.9500005,399.99900001500004
20649,12,1920,0.8101603,9999.95,399.99900001500004
16272,28,1960,1,9999.9500005,399.99900001500004
34462,3,1980,0.73762405,10000.050000000001,400.001000005
27813,9,1960,0.48355086,9999.900001,399.99800002
26984,19,1960,0.84898458,10000.000001,400.00000002
17363,12,1920,0.7462996000000001,10000.0500005,400.001000015
3086,6,1960,0.8370058300000001,10000.000001,400.00000002
1354,4,1960,1,9999.9500015,399.999000035
15414,5,1920,1,10000.0500015,400.001000035
19803,6,1920,0.7028228,10000.100001,400.00200002
21821,3,1920,0.46070299000000003,10000.1,400.002
26484,15,1920,0.6333257800000001,10000.1,400.002
21581,6,1980,0.45827348,10000.050000000001,400.001000005
27693,10,1990,0.53973928,10000,400
13623,8,1920,1,10000.0500005,400.001000015
3823,5,1960,1,10000.000001,400.00000002
47319,5,2001,0.67974809,9999.9500015,399.999000035
31461,11,1920,0.43011983000000004,10000.1000025,400.00200005
88791,19,1960,0.39779933,10000.100001,400.00200002
30350,7,1920,0.51107084,10000.100001,400.00200002
35739,9,1920,0.5445032,9999.950001,399.999000045
16455,5,1960,0.78729869,9999.9499995,399.99900001500004
30337,11,1920,0.78639945,10000,400.00000001
16392,4,1960,0.66599561,10000,400.00000004
49117,13,1980,0.51234807,10000,400.00000001
20385,7,1960,1,9999.999999,400.00000002
10893,3,1980,0.79849445,10000.0500005,400.001000015
49386,3,1980,0.66043008,10000.000001,400.00000002
17170,10,1960,0.90710542,10000.0500005,400.001000015
35177,18,1960,0.60965972,10000.150001,400.003000015
11392,16,1960,0.7765098300000001,9999.900001,399.99800002
14360,4,1920,1,9999.999998,400.00000005
38666,13,1920,0.66787358,10000,400.00000004
19495,8,1920,0.56440113,10000,400.00000004
16662,9,1920,0.40583363,10000.1000005,400.00200001
33483,10,1980,0.5083176500000001,10000,400.00000001
31280,7,1980,0.58714834,10000.000001,400.00000002
11723,3,1960,0.9361085,9999.9500005,399.99900001500004
71876,15,1960,0.45931883,9999.950001,399.999000035
33762,13,1920,0.70854807,9999.949999,399.999000045
24966,13,1960,0.46026596000000003,9999.949999,399.999000045
30610,4,1980,0.69748448,10000,400.00000004
32007,9,1960,0.6300496800000001,10000,400.00000004
20342,7,1960,0.79697178,10000.050001,400.001000045
22240,9,1960,0.79608813,10000.1000005,400.00200001
12786,13,1960,1,10000.1000005,400.00200001
25377,4,1990,0.50707333,9999.9500015,399.999000035
87632,23,2001,0.42718413,10000.100001,400.00200002
42663,11,1920,0.44223332,10000.0000005,400.00000003
39667,17,1920,0.71989311,10000,400.00000004
22142,6,1960,0.61037847,10000,400.00000004
16178,8,1960,0.57782173,10000.0500005,400.001000015
33641,6,1980,0.6159151,10000.0500005,400.001000015
24718,7,1960,1,10000.0500015,400.001000035
35740,13,1920,0.28449916000000003,10000.100001,400.00200002
35923,12,1990,0.51994544,10000,400.00000001
18313,9,1920,0.64506089,10000,400.00000001
41379,9,1920,0.43601827,10000,400.00000001
25002,10,1920,0.39472842,9999.999999,400.00000002
18260,7,1960,0.84884995,10000.100001,400.00200003
12804,16,1960,1,9999.9000005,399.99800001
19750,5,1980,0.36759494,10000.000001,400.00000002
20986,9,1960,0.59801773,10000,400.00000004
36287,7,2000,0.60076611,10000,400.00000004
27601,4,1980,0.65881671,9999.9500005,399.99900001500004
11294,3,1920,0.81981583,10000.150002,400.003000035
11447,9,1920,0.90704988,9999.950001,399.999000045
42831,13,1960,0.63117835,10000.000001,400.00000005
18772,8,1960,0.7443000200000001,9999.949999,399.999000045
19939,6,1960,1,10000,400.00000001
15355,5,1960,0.54164767,9999.900001,399.99800002
22650,9,2000,0.33399558,10000.100002,400.00200005
22599,13,1920,0.40386743,9999.950001,399.999000045
20615,8,1960,0.35605142,10000,400.00000004
25148,11,1960,0.52405758,10000.0500015,400.001000035
5443,4,1960,1,9999.900002,399.99800005
31909,9,1920,0.59353161,9999.9500005,399.99900001500004
12756,7,1960,1,10000,400.00000001
6467,3,2000,1,10000.100001,400.00200003
11728,6,1960,0.66362551,10000,400.00000001
29163,9,1980,0.5876281600000001,9999.9500005,399.99900001500004
17898,7,1960,0.95653146,9999.9500005,399.99900001500004
40642,11,2000,0.54647901,10000.100001,400.00200002
15792,8,1920,0.76196809,9999.949999,399.999000045
28636,9,1920,0.68832938,10000,400.00000004
21430,5,1980,0.9080728,9999.9500005,399.99900001500004
35113,10,1980,0.40184547,9999.950001,399.999000045
33597,14,1960,0.89790755,9999.950001,399.999000045
29718,16,1920,0.50003365,9999.900002,399.99800005
22891,12,1960,0.87383688,9999.900002,399.99800005
10327,6,1960,0.79374455,9999.900002,399.99800005
11308,9,1960,0.37787407,10000,400.00000004
16268,9,1920,0.8854807,10000,400.00000004
5148,4,1960,1,10000,400.00000004
16047,8,1960,0.7128435200000001,10000.050001,400.001000045
18160,11,1960,0.4063326,10000.000001,400.00000002
19158,3,1980,1,10000,400.00000001
12762,4,1980,0.75552421,9999.95,399.99900001500004
15974,3,2001,1,9999.900001,399.99800003
9483,13,1960,0.83138247,9999.900002,399.99800005
14365,10,1960,1,10000.0500005,400.001000015
53502,3,2000,0.6220702,9999.9500015,399.999000035
15174,3,1960,0.6197443,9999.9500005,399.99900001500004
5970,4,1960,0.8274706900000001,10000.000001,400.00000002
37947,6,1980,0.54267795,10000.000001,400.00000002
33723,7,1960,0.51685793,10000.0500005,400.001000015
27100,13,1920,0.6127675300000001,10000,400.00000001
24945,7,1990,0.72178793,9999.95,399.999000005
30064,3,2001,0.79131187,10000.150001,400.003000015
37533,4,1980,0.8429915,10000.1000005,400.00200001
10318,15,1960,1,10000,400.00000001
12203,5,1980,0.71531591,9999.9500005,399.99900001500004
18204,10,2000,0.51197539,9999.900001,399.99800002
44520,4,1920,0.51707098,10000.000001,400.00000002
37033,3,1980,0.67672076,10000.0500005,400.001000015
16397,4,1960,0.67738001,10000.0500005,400.001000015
18532,4,1960,1,9999.900001,399.99800002
17381,5,2001,0.62625856,10000.000001,400.00000002
19750,7,1960,0.77544304,10000.0500005,400.001000015
14775,3,1960,0.9363790200000001,10000.0500005,400.001000015
8441,17,1960,1,10000.3000005,400.00600003
16236,22,2000,0.84762257,10000,400.00000001
9189,13,2001,0.67646099,9999.9500005,399.99900001500004
18708,6,2001,0.62791319,9999.950001,399.999000045
9741,3,1920,0.5304383500000001,9999.9,399.99800001
20042,8,1980,0.57658916,10000,400.00000001
20187,8,1960,1,10000.000001,400.00000002
27751,5,1960,0.60541962,9999.95,399.999000005
36620,9,2001,0.78735664,9999.9500005,399.99900001500004
4395,4,1990,0.52377702,10000.050000000001,400.001000005
5345,3,1960,1,9999.8500005,399.99700002500003
22141,5,1960,1,10000.050000000001,400.001000025
26240,9,1990,0.67743902,10000,400
13550,13,1990,0.54332103,10000,400.00000001
10624,9,2001,1,9999.95,399.99900001500004
10792,12,1960,0.6352854,10000,400.00000001
20880,9,1960,0.69971264,10000,400.00000001
24479,4,1960,0.51713714,10000,400.00000004
31363,3,1990,0.9247521,9999.95,399.99900001500004
14935,15,1990,0.44974891,10000,400.00000001
23680,5,1980,0.96617399,10000.0500005,400.001000015
8399,4,1960,1,9999.949999,399.999000045
26582,6,1960,0.54051614,9999.95,399.999000025
14917,10,1990,0.45927465,10000,400.00000001
13337,4,1960,1,9999.95,399.999000025
16788,13,1960,0.8016440300000001,9999.95,399.999000005
27120,12,1920,0.30999263,10000,400.00000001
15508,13,1960,0.37922363000000003,9999.9,399.99800000000005
47348,7,1980,0.51387598,9999.95,399.999000005
21489,8,1960,0.43924799000000003,9999.9,399.99800000000005
6031,5,1920,1,9999.95,399.999000005
35886,19,2001,0.75015326,9999.9499965,399.999000065
50270,4,1980,0.5215834500000001,9999.950001,399.999000045
30942,18,1960,0.53170448,9999.950001,399.999000045
25191,8,1980,0.53979596,9999.950001,399.999000045
23684,6,1980,0.63291674,9999.950001,399.999000045
33624,9,1980,0.53592672,9999.850003,399.99700007500104
26495,7,1960,0.41328553,10000.000002,400.00000005
27593,6,1960,0.52632914,10000.100001,400.00200002
91767,4,1990,0.8106073,9999.999998,400.00000001
38430,6,1960,0.62529274,9999.900002,399.99800005
11325,4,1920,0.5964679900000001,10000.000002,400.00000005
27255,6,1960,0.75967712,9999.900002,399.99800005
25614,10,1960,0.79038807,9999.9,399.99800001
5978,3,1960,1,10000.100001,400.00200003
2805,3,1960,0.70053476,9999.95,399.99900001500004
16804,14,1960,0.63984766,10000.1000005,400.00200001
14823,8,1960,1,10000.200001,400.00400001
17430,18,1960,0.9320137700000001,10000.1,400.00200003
21760,7,1960,1,9999.950001,399.999000045
44470,6,2001,0.74207331,9999.95,399.999000025
66420,3,1980,1,10000,400.00000001
18515,3,1960,0.64380232,9999.950001,399.999000045
33585,13,1960,0.62885217,10000.050000000001,400.001000015
23440,7,1960,1,10000.149999,400.003000025
30690,11,1960,1,10000.2,400.00400001
17844,6,1960,0.99355526,9999.950001,399.999000045
68465,3,2001,1,9999.95,399.99900001500004
26606,7,1960,0.72788093,10000.0500005,400.001000015
11221,17,1960,0.90820782,10000.1,400.00200003
30150,8,1980,0.55190713,10000.1,400.00200003
18018,3,1960,0.58374958,10000.1,400.00200003
16085,12,1960,1,10000.0500015,400.001000035
7773,8,1960,1,9999.900002,399.99800005
25334,12,1960,0.4375148,9999.9,399.99800001
20550,4,1960,1,10000.1,400.00200003
33340,6,1960,1,10000.2,400.00400001
23660,8,1960,0.76035503,9999.9,399.99800004
39350,10,1960,0.6747141,9999.950001,399.999000045
34720,5,1960,1,10000.0000005,400.00000003
191005,3,2000,0.82783173,10000,400.00000001
2025,3,2001,1,9999.95,399.99900001500004
11779,4,1960,1,10000.0500005,400.001000015
27650,3,1980,1,10000.0000005,400.00000003
29583,10,2000,0.6902613,10000.150001,400.00300004499906
25171,3,1960,0.65309284,10000.0500005,400.001000015
27530,3,1980,0.7101344,10000.1,400.00200003
48058,14,1990,0.47796413,9999.9,399.99800001
29545,4,1980,1,9999.95,399.999000005
9770,3,2000,1,10000.1500005,400.003000015
13768,23,1960,1,9999.950001,399.999000045
35883,12,1980,0.39617646,9999.9500005,399.99900001500004
49351,13,2000,0.45739701,10000,400.00000001
19645,6,1960,1,10000.000001,400.00000002
15058,4,1960,1,10000.1,400.00200003
33399,5,1980,0.636546,9999.900001,399.99800002
21322,9,2000,0.85568896,10000.0000005,400.00000003
19540,3,2001,1,9999.850001,399.997000015
30708,4,1960,1,9999.9500005,399.99900001500004
23481,5,1960,1,9999.9,399.99800001
12802,7,1960,1,9999.9,399.99800001
24546,12,2000,0.33243706,9999.95,399.999000005
9456,8,1920,0.41243655,10000,400.00000001
13860,5,1960,1,10000.000001,400.00000002
24145,16,1960,0.70635742,10000.0500005,400.001000015
3850,3,2000,1,10000.050000000001,400.001000015
7251,10,1960,0.55178596,9999.9500005,399.99900001500004
55595,6,2001,1,9999.9500005,399.99900001500004
18083,7,1980,0.792457,9999.9500005,399.99900001500004
1967,4,1960,1,9999.9,399.99800001
14688,15,1960,0.39964597,10000,400.00000001
59968,6,2001,1,10000.050000000001,400.001000015
17897,5,1960,0.5586969900000001,10000.0000005,400.00000003
25566,12,1960,0.72072284,9999.9500005,399.99900001500004
13155,8,1990,0.45153934,9999.95,399.999000005
2185,3,2001,1,10000.0000005,400.00000003
30319,13,1960,1,9999.9500005,399.99900001500004
59390,3,1980,0.73446708,9999.9500005,399.99900001500004
29776,9,1960,0.59161741,10000.000001,400.00000002
36870,4,1980,1,10000.0500005,400.001000015
26694,6,1960,1,10000.050000000001,400.001000025
12485,11,2000,0.60016019,10000.0000005,400.00000003
22155,6,1960,1,10000,400.00000001
42079,12,1960,0.89543478,9999.900001,399.99800002
33524,11,1960,0.70319771,9999.850001,399.997000015
155899,5,1980,0.5375275,9999.9500005,399.99900001500004
31472,6,1960,0.8188866300000001,9999.9500005,399.99900001500004
83685,5,2001,0.9454502,10000.000001,400.00000002
12175,5,1920,1,10000.000001,400.00000002
45507,8,1960,0.55617817,9999.9500005,399.99900001500004
27305,6,1980,0.68925105,10000.000001,400.00000002
9595,3,1960,1,10000.0500005,400.001000015
35285,3,2001,1,9999.9500005,399.99900001500004
69360,15,1980,0.35366205,9999.9500005,399.99900001500004
78015,6,1980,0.8047811300000001,10000.000001,400.00000002
38082,8,1960,0.89719553,10000.0500005,400.001000015
16035,4,1960,1,9999.95,399.99900001500004
19449,9,1960,0.7413748800000001,10000,400.00000001
21554,13,1960,1,10000,400.00000001
8428,11,1960,1,9999.9500005,399.99900001500004
15138,9,1960,0.7598097500000001,10000,400.00000001
24729,16,1960,0.89138259,9999.9500005,399.99900001500004
18289,15,1960,1,9999.900001,399.99800002
45980,15,1960,1,10000.000001,400.00000002
15941,9,1960,1,10000,400.00000001
18739,9,1960,1,9999.9500005,399.99900001500004
20680,3,1960,0.78433269,9999.9500005,399.99900001500004
34560,5,1920,0.58159722,10000.000001,400.00000002
60445,19,1920,1,9999.850001,399.997000015
61189,18,1920,1,9999.9500005,399.99900001500004
70848,22,1920,1,10000.000001,400.00000002
22534,12,1960,1,10000,400.00000001
108179,5,2001,0.98540382,10000,400.00000001
25609,11,1960,0.75453942,9999.95,399.999000005
145860,4,1990,0.93863979,10000.000001,400.00000002
8275,4,1960,1,9999.900001,399.99800003
22785,22,1960,0.85516787,10000,400.00000001
34324,9,1960,0.52528843,10000,400.00000002
7641,3,1960,0.5340924,10000,400.00000001
88090,8,1920,0.7768191600000001,9999.9500005,399.99900001500004
13278,11,1960,0.40405182,10000,400.00000001
42873,15,1960,0.7266578,9999.900001,399.99800003
50925,14,1960,0.77472754,9999.9500015,399.999000035
25939,15,1980,0.38841127000000003,10000,400.00000001
30085,16,1960,0.81668606,9999.900001,399.99800002
65820,25,1920,0.8329535100000001,9999.9500005,399.99900001500004
17260,5,1920,0.63991889,9999.9500005,399.99900001500004
140255,7,1980,0.48486685,10000.0500005,400.001000015
3750,3,1960,1,10000.050000000001,400.001000005
17354,4,1960,0.63691368,9999.95,399.999000005
19714,7,1960,1,10000.050000000001,400.001000015
32470,5,2001,0.70033877,10000,400.00000001
52341,14,1920,0.70405609,10000.000001,400.00000002
61328,12,1960,0.63192995,10000.0500005,400.001000015
30699,11,1960,0.49242646,10000.0500005,400.001000015
3487,3,1990,0.60424434,10000,400.00000001
50300,17,2001,0.48031809000000003,9999.9499995,399.999000005
47244,16,1920,0.6679155,9999.9500005,399.99900001500004
21186,12,1960,0.6837534200000001,9999.9500005,399.99900001500004
32821,13,1920,0.6101886,10000.0500005,400.001000015
15848,6,1960,0.88736749,9999.9500005,399.99900001500004
5506,3,1960,1,9999.95,399.999000005
20502,25,1920,0.35025851,10000.050000000001,400.001000005
44744,23,1920,0.60370105,10000,400.00000001
43712,13,1920,0.66999908,10000.000001,400.00000002
77353,17,1920,0.73909221,9999.800002,399.99600002
90346,10,1920,0.39582273,10000.000001,400.00000002
70841,22,1920,0.68408125,10000.0500005,400.001000015
14762,22,1960,0.86722666,10000.050000000001,400.001000005
13906,19,1960,1,10000,400.00000001
29226,6,1980,0.42941217,10000,400.00000001
8188,3,1980,0.43722521000000003,10000,400.00000001
18916,10,1920,0.47071262,10000,400.00000001
21070,6,1920,0.50783104,9999.9500005,399.99900001500004
99155,9,1980,0.61101306,10000.0500005,400.001000015
41930,4,2001,0.70212259,10000.0500005,400.001000015
13605,20,1960,1,10000.050000000001,400.001000005
32736,7,1980,0.47458456,10000,400.00000001
68196,24,1920,0.88386416,9999.95,399.99900001500004
25069,4,2001,0.8431529,9999.95,399.999000005
8430,3,1960,1,10000.000001,400.00000002
33794,6,1960,0.82674439,10000.0500005,400.001000015
41994,10,1960,0.84416821,10000.0500005,400.001000015
29261,14,1960,0.82970507,10000,400.00000001
23813,14,1960,1,9999.9500005,399.99900001500004
19522,8,1920,0.37772769,10000.050000000001,400.001000005
67816,5,2000,0.50056034,9999.9500005,399.99900001500004
38337,14,1920,0.6029945,9999.9500005,399.99900001500004
22412,8,1920,0.99598429,9999.9500005,399.99900001500004
111850,14,1960,0.38448815000000003,10000,400
63116,6,1960,0.92209582,10000,400.00000002
6988,3,1960,0.72395535,9999.9500005,399.99900001500004
32419,7,1960,1,10000.100001,400.00200002
18095,4,1960,1,10000.15,400.003000005
173036,4,1980,0.38188585,10000,400.00000001
26009,6,1960,0.70279519,10000,400.00000001
18726,27,1920,0.52146748,10000,400.00000001
23228,46,1960,1,9999.9500005,399.99900001500004
30343,11,1960,1,10000.000001,400.00000002
98838,4,1960,0.87694004,10000.0500005,400.001000015
38493,8,1920,0.5660249900000001,10000,400.00000001
22264,4,1960,1,10000,400.00000001
15466,3,1980,0.58424932,9999.900001,399.99800002
14046,4,1920,0.56998434,9999.9500015,399.999000035
6430,3,1920,1,10000.0500005,400.001000015
25483,16,1960,0.61739199,9999.900001,399.99800002
24516,5,1960,0.58455702,9999.9500005,399.99900001500004
23082,9,1960,1,9999.9500005,399.99900001500004
12202,7,1960,0.9356662800000001,9999.95,399.999000005
161901,3,2000,0.64837771,10000.050001,400.001000035
22118,9,1980,0.73365585,9999.9500015,399.999000035
108990,6,1960,0.56583173,10000.1,400.002
96933,5,1960,0.58589954,10000.1,400.002
32069,6,1980,0.5888241,10000.0500005,400.001000015
45873,15,1920,0.88550999,10000.0500005,400.001000015
39474,15,1920,0.77266049,9999.9500005,399.99900001500004
22888,10,2000,0.54993883,9999.9500005,399.99900001500004
19172,7,1960,0.54944711,9999.95,399.99900001500004
15115,11,1980,0.53026795,9999.9,399.99800001
30447,5,1980,0.57687128,9999.950001,399.999000035
95347,32,1920,0.81850504,10000.1,400.002
22011,11,1920,1,10000.050000000001,400.001000005
64272,4,1960,0.5419934,9999.900001,399.99800002
7743,4,1960,1,10000,400.00000001
28762,13,1960,1,10000,400.00000001
27853,11,1960,1,10000.000001,400.00000002
8270,9,1960,1,10000,400.00000001
26836,13,1960,0.43840364,10000.000002,400.00000005
28180,5,1980,0.6422995,9999.900001,399.99800002
5939,3,1920,1,10000.1,400.00200001
27034,18,1960,1,10000,400.00000001
38543,7,1960,1,9999.9500005,399.99900001500004
6340,4,1920,0.57003155,10000,400.00000001
26391,7,1920,1,10000.1,400.002
78129,25,1920,0.85316592,10000.1,400.002
118992,9,1960,0.59159439,10000.1,400.002
25300,5,1980,0.68063241,10000.0500005,400.001000015
32549,7,1960,0.60677747,10000.0500005,400.001000015
51316,4,1980,0.52420298,10000.000001,400.00000002
5295,4,1920,1,9999.9500005,399.99900001500004
53786,16,1920,0.83071803,10000.1,400.002
54688,15,1920,0.81054345,10000.0500005,400.001000015
33428,9,1960,0.72131148,10000.0500005,400.001000015
59147,16,1920,0.84961198,10000.0500005,400.001000015
22503,3,1960,0.64160334,9999.9500005,399.99900001500004
37829,15,1920,0.44711729,9999.900001,399.99800002
57362,9,2000,0.40654092000000003,10000,400.00000001
58310,11,1980,0.8608472,9999.850002,399.997000035
21547,7,1960,0.56119181,9999.9500015,399.999000035
34715,8,1960,0.46965289,10000.1,400.002
76701,32,1920,0.87692468,10000.1,400.002
40750,18,1960,0.5212269900000001,10000,400.00000001
153747,6,2001,0.73488914,10000.0500005,400.001000015
54468,11,2000,0.49093045,10000.0500005,400.001000015
85783,6,1990,0.5491531000000001,10000.0500005,400.001000015
14065,6,1960,1,9999.850002,399.997000035
25711,4,1980,0.5554432,9999.9500015,399.999000035
33649,10,1920,0.90133436,10000.1,400.002
46385,3,1920,1,10000.1,400.002
34205,10,1920,0.83765531,10000.100001,400.00200003
24646,7,1980,0.63900836,10000.0500005,400.001000015
23718,12,1960,0.47537735000000003,9999.850002,399.997000035
23470,4,1980,0.91904559,9999.9500005,399.99900001500004
118509,13,1960,0.44417724000000003,10000.1,400.002
28220,10,1920,0.59702339,10000.150001,400.003000015
28435,5,1960,0.85609284,9999.900001,399.99800003
14322,5,1920,1,10000.050000000001,400.001000005
41595,12,1920,0.89013103,10000.1,400.002
52034,8,1920,0.7276972700000001,10000.1,400.002
21501,3,1920,0.95832752,10000.050000000001,400.001000005
8028,5,1990,0.41106129,10000.150001,400.003000015
34000,4,1960,1,10000.100001,400.00200002
33442,11,1960,0.7404162400000001,10000.0500005,400.001000015
33847,16,1920,0.45602269,10000.0500005,400.001000015
12285,6,1920,1,10000,400.00000004
40749,7,1980,0.53154679,10000,400.00000001
85909,5,1980,0.83384744,10000,400.00000001
111158,9,1960,0.40064593,9999.949999,399.999000045
23868,14,1920,0.50385453,10000,400.00000004
15039,7,1960,1,10000,400.00000001
18153,6,1960,0.55202997,10000,400.00000004
17820,4,1960,1,10000.0500005,400.001000015
26472,3,1990,0.63618163,10000.000001,400.00000002
7226,8,1960,1,10000.000001,400.00000002
10473,8,1960,0.61042681,9999.900001,399.99800003
21571,8,1960,1,10000,400.00000004
8100,4,1960,0.77962963,10000.1,400.00200004
16930,8,1920,0.47395157,10000,400.00000004
21710,5,2000,0.35375403,9999.949999,399.999000045
16177,7,1960,0.79600668,10000.050001,400.001000045
20287,8,1960,0.51338295,9999.950001,399.999000045
16183,6,1960,0.54087623,9999.999998,400.00000005
28881,8,1990,0.6817631000000001,10000,400.00000004
29856,17,2001,0.70106511,10000.0500005,400.001000015
79966,8,1960,0.6938824,10000,400.00000001
52626,7,1960,0.64979288,10000.000001,400.00000005
35795,10,1980,0.40536388,10000.0500005,400.001000015
75381,5,2001,0.62339316,10000.000001,400.00000002
22909,8,1960,0.8591383300000001,10000.100001,400.00200002
38954,11,1920,0.58848899,9999.950001,399.999000045
57041,22,1920,0.99552953,9999.950001,399.999000035
9760,3,1960,1,10000.000001,400.00000002
48440,5,1980,0.388109,9999.95,399.999000005
